id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
869,_, , ,还行,2,4,整体,正面
870,_, , ,不油腻,0,3,使用体验,正面
871,_, , ,不错,2,4,整体,正面
871,_, , ,很满意,5,8,整体,正面
872,香味,12,14,_, , ,气味,正面
872,_, , ,挺好,2,4,整体,正面
872,_, , ,自然白,6,9,功效,正面
873,_, , ,正品,3,5,真伪,正面
873,_, , ,便宜很多,17,21,价格,正面
874,_, , ,是正品,6,9,真伪,正面
874,_, , ,很好用,10,13,整体,正面
874,快递,14,16,很给力,16,19,物流,正面
875,价格,11,13,不高,13,15,价格,正面
876,快递,2,4,超级快,4,7,物流,正面
876,_, , ,是正品,8,11,真伪,正面
877,_, , ,棒棒哒,19,22,整体,正面
877,_, , ,非常好用,7,11,整体,正面
877,_, , ,不油腻,15,18,使用体验,正面
877,_, , ,很有用,3,6,整体,正面
878,_, , ,棒棒的,11,14,整体,正面
879,活动,6,8,_, , ,价格,正面
879,颜色,13,15,很自然,15,18,功效,正面
879,_, , ,喜欢,26,28,整体,正面
880,_, , ,方便,3,5,整体,正面
880,上妆,6,8,很快,8,10,功效,正面
880,_, , ,很轻薄,11,14,使用体验,正面
880,_, , ,还可以,19,22,整体,正面
881,味道,3,5,太刺鼻,5,8,气味,负面
881,塑料味,10,13,太浓,13,15,气味,负面
882,_, , ,很不错,2,5,整体,正面
882,补水,6,8,挺好的,8,11,功效,正面
882,价格,12,14,很实惠,15,18,价格,正面
882,_, , ,很好用,27,30,整体,正面
883,_, , ,特别快,15,18,物流,正面
883,_, , ,很满意,19,22,整体,正面
884,遮瑕效果,0,4,超级好,4,7,功效,正面
884,_, , ,很亮,8,10,功效,正面
884,_, , ,很白,11,13,功效,正面
884,_, , ,很喜欢,14,17,整体,正面
885,物流,0,2,很快,2,4,物流,正面
885,_, , ,很好,11,13,整体,正面
886,_, , ,棒棒,9,11,整体,正面
887,物流,6,8,超快,8,10,物流,正面
887,价格,11,13,相当实惠,13,17,价格,正面
887,_, , ,很好,29,31,整体,正面
887,_, , ,干净,32,34,功效,正面
888,_, , ,非常好,28,31,整体,正面
889,_, , ,还可以,2,5,整体,正面
889,味道,13,15,清香,15,17,气味,正面
890,_, , ,很不错,2,5,整体,正面
890,_, , ,物有所值,6,10,整体,正面
891,保湿效果,0,4,还不错,4,7,功效,正面
892,补水,0,2,还行,2,4,功效,正面
892,_, , ,很便宜,5,8,价格,正面
893,_, , ,挺好的,12,15,整体,正面
893,赠品,19,21,_, , ,价格,正面
893,_, , ,非常满意,22,26,整体,正面
894,美白效果,0,4,不是太明显,4,9,功效,负面
894,价格,12,14,挺实惠的,14,18,价格,正面
894,_, , ,挺好的,39,42,整体,正面
894,_, , ,棒棒哒,43,46,整体,正面
895,_, , ,不错,2,4,整体,正面
896,_, , ,刺痛,21,23,使用体验,负面
896,_, , ,假的,24,26,真伪,负面
897,_, , ,好评,0,2,整体,正面
897,_, , ,不错,5,7,整体,正面
898,清洁效果,0,4,很好,4,6,功效,正面
898,_, , ,方便,7,9,整体,正面
898,_, , ,快捷,9,11,整体,正面
899,_, , ,不会差,6,9,整体,正面
900,_, , ,真心好用,7,11,整体,正面
900,保湿效果,12,16,好,16,17,功效,正面
900,_, , ,很贴肤,18,21,使用体验,正面
900,_, , ,很细腻,22,25,使用体验,正面
900,客服态度,33,37,好,16,17,服务,正面
901,_, , ,不错,9,11,整体,正面
902,赠品,0,2,_, , ,价格,正面
903,_, , ,可以,0,2,整体,正面
903,_, , ,还好,31,33,整体,正面
903,_, , ,干不干净,24,28,功效,中性
904,_, , ,不错,2,4,整体,正面
905,_, , ,还好,20,22,整体,正面
905,_, , ,挺小的,2,5,尺寸,负面
906,_, , ,不卡粉,3,6,使用体验,正面
906,_, , ,自然,0,2,功效,正面
906,_, , ,很接近肤色,7,12,功效,正面
906,_, , ,满意,13,15,整体,正面
907,送货速度,10,14,快,14,15,物流,正面
907,_, , ,很好,2,4,整体,正面
908,_, , ,不错,7,9,整体,正面
909,_, , ,挺好用的,0,4,整体,正面
910,_, , ,太不好,2,5,功效,负面
911,_, , ,应该不错的,9,14,整体,正面
912,_, , ,好用,3,5,整体,正面
913,_, , ,真的好用,2,6,整体,正面
914,_, , ,挺好用的,6,10,整体,正面
915,_, , ,还好,0,2,整体,正面
916,持久情况,8,12,还可以,13,16,功效,正面
916,_, , ,有点黏,17,20,使用体验,负面
917,清洁效果,5,9,好,9,10,功效,正面
918,_, , ,淡淡的香味,0,5,气味,正面
918,保湿效果,6,10,挺好,10,12,功效,正面
918,_, , ,容易吸收,13,17,使用体验,正面
919,_, , ,挺细腻的,9,13,使用体验,正面
919,_, , ,提亮肤色,18,22,功效,正面
920,_, , ,还行吧,24,27,整体,中性
921,_, , ,不错,0,2,整体,正面
921,_, , ,好自然,14,17,功效,正面
922,_, , ,很好用,0,3,整体,正面
922,_, , ,清透,4,6,使用体验,正面
922,_, , ,湿润,6,8,使用体验,正面
922,_, , ,提亮肤色,9,13,功效,正面
923,_, , ,很好,0,2,整体,正面
923,_, , ,物美价廉,2,6,价格,正面
924,快递大哥,19,23,人很好,23,26,物流,正面
924,快递大哥,19,23,好评,40,42,物流,正面
925,效果,0,2,不错,2,4,功效,正面
925,_, , ,有点稠,7,10,使用体验,中性
926,_, , ,很不错,0,3,整体,正面
926,精华,18,20,多,20,21,成分,正面
927,快递速度,0,4,很快,4,6,物流,正面
927,服务态度,7,11,很好,11,13,物流,正面
928,包装盒,0,3,太简陋了,8,12,整体,负面
928,服务,38,40,太差了,40,43,服务,负面
928,_, , ,很旧,20,22,包装,负面
928,_, , ,被骗了,25,28,整体,负面
929,_, , ,还行,0,2,整体,正面
929,_, , ,还好,13,15,整体,正面
930,_, , ,超级划算,0,4,价格,正面
931,_, , ,不错,12,14,整体,正面
932,_, , ,都说好,18,21,整体,正面
933,_, , ,太假了,0,3,整体,负面
933,_, , ,会掉粉,3,6,使用体验,负面
933,_, , ,起皮,7,9,使用体验,负面
933,_, , ,失望,20,22,整体,负面
934,_, , ,不错,14,16,整体,正面
935,_, , ,很好,7,9,整体,正面
935,_, , ,很喜欢,10,13,整体,正面
936,_, , ,很好,14,16,整体,正面
936,_, , ,很好看,7,10,整体,正面
937,_, , ,还不错,8,11,整体,正面
938,_, , ,很显白,2,5,功效,正面
938,_, , ,挺好,9,11,整体,正面
939,_, , ,不错,5,7,整体,正面
940,_, , ,还可以,2,5,整体,正面
940,_, , ,不过敏,6,9,使用体验,正面
941,_, , ,很好用,0,3,整体,正面
941,补水,9,11,很好用,0,3,功效,正面
941,_, , ,便宜,15,17,价格,正面
941,_, , ,优惠,17,19,价格,正面
942,_, , ,还可以,12,15,整体,正面
943,_, , ,是正品,0,3,真伪,正面
943,活动,4,6,划算,6,8,价格,正面
944,_, , ,挺不错的,0,4,整体,正面
944,_, , ,很轻薄,5,8,使用体验,正面
945,吸收,29,31,挺好,31,33,使用体验,正面
945,美白,21,23,没有感觉,15,19,功效,负面
945,淡斑,40,42,没感觉到,44,48,功效,负面
945,保湿,63,65,可以,67,69,功效,正面
946,_, , ,不错,5,7,整体,正面
947,_, , ,很舒服,11,14,使用体验,正面
947,_, , ,润润的,15,18,使用体验,正面
947,_, , ,棒棒哒,18,21,整体,正面
948,_, , ,不错,4,6,整体,正面
949,_, , ,滑滑的,3,6,使用体验,正面
950,_, , ,超级滋润,33,37,使用体验,正面
950,_, , ,很服帖,43,46,使用体验,正面
950,_, , ,是正品,0,3,真伪,正面
951,味道,5,7,清新,7,9,气味,正面
951,_, , ,还不错,10,13,整体,正面
951,_, , ,不油腻,15,18,使用体验,正面
952,_, , ,是不是真品,7,12,真伪,中性
953,送货,4,6,快,6,7,物流,正面
954,_, , ,还不错,0,3,整体,正面
954,美容液,4,7,比较丰富,7,11,成分,正面
954,尺寸大小,19,23,合适,23,25,尺寸,正面
954,_, , ,非常服帖,26,30,使用体验,正面
954,价格,33,35,不贵,36,38,价格,正面
954,_, , ,滑滑的,12,15,使用体验,正面
955,_, , ,好评,26,28,整体,正面
955,物流,4,6,很给力,6,9,物流,正面
955,快递员态度,10,15,很好,15,17,物流,正面
955,_, , ,还好吧,0,3,整体,正面
956,_, , ,超级好用,0,4,整体,正面
956,_, , ,很喜欢,7,10,整体,正面
957,包装,15,17,完好,17,19,包装,正面
957,_, , ,还行,29,31,整体,正面
957,清洁能力,32,36,洗不干净,37,41,功效,负面
957,_, , ,不推荐,42,45,整体,负面
958,_, , ,垃圾,0,2,物流,负面
959,面膜液,4,7,没有多少,0,4,成分,负面
959,_, , ,差了很多,13,17,整体,负面
960,_, , ,挺好的,0,3,整体,正面
960,物流,7,9,有点慢,9,12,物流,正面
961,价格,4,6,非常合适,6,10,价格,正面
961,_, , ,跟舒服,16,19,整体,正面
961,_, , ,喜欢,11,13,整体,正面
962,水分,0,2,多,2,3,成分,正面
962,速度,4,6,快,6,7,物流,正面
962,_, , ,挺好的,7,10,整体,正面
963,_, , ,挺好的,13,16,整体,正面
963,_, , ,挺服帖的,17,21,使用体验,正面
964,_, , ,不错,13,15,整体,正面
964,_, , ,挺好的,16,19,整体,正面
965,_, , ,非常好用,2,6,整体,正面
965,_, , ,比较滋润,18,22,使用体验,正面
966,_, , ,很喜欢,12,15,整体,正面
967,_, , ,是正品,20,23,真伪,正面
967,_, , ,不会刺痛,33,37,使用体验,正面
967,_, , ,不刺激,24,27,使用体验,正面
968,_, , ,非常的不错,0,5,整体,正面
968,_, , ,很自然,17,20,功效,正面
969,_, , ,很好,0,2,整体,正面
969,味道,3,5,很好,0,2,气味,正面
969,_, , ,很不错,13,16,整体,正面
969,_, , ,超级喜欢,17,21,整体,正面
970,味道,15,17,很好,17,19,气味,正面
970,卖家,25,27,好有爱,27,30,服务,正面
971,_, , ,很满意,7,10,整体,正面
971,_, , ,服贴,11,13,使用体验,正面
971,_, , ,不卡粉,13,16,使用体验,正面
971,_, , ,很好,17,19,整体,正面
972,_, , ,挺好的,3,6,整体,正面
972,_, , ,不错,0,2,整体,正面
973,赠品,0,2,很好,2,4,整体,正面
973,_, , ,好,10,11,整体,正面
973,_, , ,补水,5,7,功效,正面
973,_, , ,美白,7,9,功效,正面
974,_, , ,还行吧,0,3,整体,正面
974,_, , ,有点干,8,11,使用体验,负面
974,_, , ,还行,21,23,整体,正面
975,_, , ,挺好用的,19,23,整体,正面
976,快递,11,13,特别给力,6,10,物流,正面
977,_, , ,更好,10,12,整体,正面
978,_, , ,蛮好的,0,3,整体,正面
978,_, , ,划算,4,6,价格,正面
979,_, , ,水水润润的,18,23,使用体验,正面
979,_, , ,实惠,25,27,价格,正面
979,_, , ,很不错,31,34,整体,正面
980,_, , ,好用,4,6,整体,正面
980,_, , ,不油腻,0,3,使用体验,正面
981,_, , ,非常不错,9,13,整体,正面
981,发货,15,17,非常给力,18,22,物流,正面
981,_, , ,赞一下,24,27,整体,正面
982,_, , ,正品,9,11,真伪,正面
982,_, , ,还不错,0,3,整体,正面
982,_, , ,挺好用的,4,8,整体,正面
983,_, , ,有点白,8,11,功效,负面
983,_, , ,挺保湿,14,17,功效,正面
984,_, , ,不错,6,8,整体,正面
985,价格,16,18,合适,19,21,价格,正面
985,_, , ,很好用,7,10,整体,正面
986,_, , ,很不错,0,3,整体,正面
986,包装,7,9,比较好,9,12,包装,正面
986,_, , ,很喜欢,13,16,整体,正面
986,_, , ,有点小,31,34,尺寸,负面
987,_, , ,不错,8,10,整体,正面
987,_, , ,很便宜,12,15,价格,正面
988,_, , ,超级喜欢,0,4,整体,正面
988,_, , ,微微一点白,5,10,功效,正面
988,_, , ,薄薄的,11,14,使用体验,正面
988,_, , ,很舒服,14,17,使用体验,正面
989,_, , ,是正品,2,5,真伪,正面
989,质量,7,9,棒棒哒,9,12,其他,正面
989,服务,16,18,棒,23,24,物流,正面
989,物流,19,21,棒,23,24,物流,正面
990,_, , ,很好,0,2,整体,正面
990,_, , ,喜欢,5,7,整体,正面
991,_, , ,很舒服,4,7,使用体验,正面
991,_, , ,很清爽,8,11,使用体验,正面
991,_, , ,水水的,0,3,使用体验,正面
992,_, , ,非常好,0,3,整体,正面
992,_, , ,很喜欢,4,7,整体,正面
992,_, , ,细腻,8,10,使用体验,正面
992,_, , ,不油腻,10,13,使用体验,正面
992,_, , ,很好用,14,17,整体,正面
993,味道,9,11,很好闻,11,14,气味,正面
993,上妆效果,15,19,很好,19,21,功效,正面
994,赠品,17,19,好多,19,21,价格,正面
994,包装,21,23,挺好,23,25,包装,正面
994,_, , ,非常棒,5,8,整体,正面
994,_, , ,经济实惠,9,13,价格,正面
995,_, , ,贵,0,1,价格,负面
996,_, , ,好评,9,11,整体,正面
996,_, , ,不错,6,8,整体,正面
997,_, , ,还好,16,18,整体,正面
998,_, , ,假的,1,3,真伪,负面
999,_, , ,没有多大效果,8,14,整体,中性
1000,_, , ,非常满意,13,17,整体,正面
1000,_, , ,很喜欢,18,21,整体,正面
1000,态度,22,24,好,24,25,服务,正面
1000,物流,26,28,特别快,29,32,物流,正面
1001,_, , ,很好,8,10,功效,正面
1001,_, , ,是正品,11,14,真伪,正面
1002,保湿,3,5,_, , ,功效,中性
1003,_, , ,很划算,17,20,价格,正面
1003,味道,29,31,很好闻,31,34,气味,正面
1003,味道,29,31,很自然,35,38,气味,正面
1004,赠品,7,9,_, , ,价格,正面
1004,_, , ,希望是正品,10,15,真伪,中性
1005,_, , ,还可以,2,5,整体,正面
1006,_, , ,很服帖,0,3,使用体验,正面
1006,精华液,4,7,多,8,9,成分,正面
1006,_, , ,滑滑的,14,17,使用体验,正面
1006,_, , ,嫩嫩的,17,20,使用体验,正面
1007,_, , ,还不错,0,3,整体,正面
1007,_, , ,挺清爽的,9,13,使用体验,正面
1007,包装,4,6,完整,6,8,包装,正面
1008,物流,13,15,常快,16,18,物流,正面
1008,商家服务,19,23,好,23,24,服务,正面
1008,_, , ,非常喜欢,0,4,整体,正面
1008,_, , ,物超所值,5,9,整体,正面
1008,_, , ,超赞,10,12,整体,正面
1009,_, , ,粘稠些,29,32,使用体验,正面
1009,_, , ,挺好用的,34,38,整体,正面
1009,_, , ,很好推开,40,44,使用体验,正面
1009,_, , ,好评,45,47,整体,正面
1010,泡沫,5,7,适中,7,9,使用体验,正面
1010,清洁能力,0,4,有一定的,18,22,功效,正面
1010,_, , ,非常舒适,10,14,整体,正面
1011,服务态度,15,19,很好,19,21,服务,正面
1011,_, , ,还好,12,14,整体,正面
1011,_, , ,不错,0,2,整体,正面
1012,发货速度,0,4,非常快,4,7,物流,正面
1012,_, , ,正品,8,10,真伪,正面
1012,_, , ,五星好评,19,23,整体,正面
1013,包装,5,7,_, , ,包装,正面
1013,补水效果,35,39,不错,39,41,功效,正面
1014,包装,6,8,很细心,9,12,包装,正面
1015,快递,0,2,挺给力,2,5,物流,正面
1016,_, , ,非常好用,0,4,整体,正面
1016,_, , ,喜欢,5,7,整体,正面
1017,_, , ,挺好用的,0,4,整体,正面
1017,颜色,5,7,比较均匀,7,11,功效,正面
1018,_, , ,好评,6,8,整体,正面
1018,_, , ,挺舒服的,13,17,使用体验,正面
1018,_, , ,满意,0,2,整体,正面
1019,_, , ,还可以,12,15,整体,正面
1020,遮暇效果,0,4,很好,4,6,功效,正面
1020,美白效果,7,11,不错,12,14,功效,正面
1020,味道,17,19,有点太香,19,23,气味,负面
1021,_, , ,不错,8,10,整体,正面
1021,_, , ,不刺激,40,43,使用体验,正面
1022,_, , ,好很多,16,19,整体,正面
1022,_, , ,很好用,0,3,整体,正面
1022,_, , ,很服帖,3,6,使用体验,正面
1023,包装,0,2,很好,2,4,包装,正面
1023,_, , ,没有破损,8,12,包装,正面
1023,物流,13,15,很快,15,17,物流,正面
1024,_, , ,挺好用的,2,6,整体,正面
1024,_, , ,不紧绷,10,13,使用体验,正面
1025,_, , ,不错,7,9,整体,正面
1026,_, , ,好用,7,9,整体,正面
1027,_, , ,保湿,39,41,功效,正面
1027,_, , ,提亮,41,43,功效,正面
1027,_, , ,清洁,43,45,功效,正面
1027,_, , ,收缩毛孔,45,49,功效,正面
1027,_, , ,补水,37,39,功效,正面
1028,_, , ,挺好的,16,19,整体,正面
1028,_, , ,挺喜欢,20,23,整体,正面
1029,_, , ,物有所值,12,16,整体,正面
1030,物流,0,2,很快,2,4,物流,正面
1031,补水效果,11,15,不错,2,4,功效,正面
1031,大小,5,7,合适,8,10,尺寸,正面
1031,_, , ,不错,2,4,整体,正面
1032,_, , ,一般,4,6,整体,中性
1032,_, , ,太厚,11,13,其他,负面
1033,香味,6,8,淡淡的,3,6,气味,正面
1033,_, , ,很好用,9,12,整体,正面
1033,保湿效果,12,16,不错,16,18,功效,正面
1034,_, , ,补水,4,6,功效,正面
1034,_, , ,好用,2,4,整体,正面
1035,_, , ,还不错,7,10,整体,正面
1035,_, , ,挺通透的,11,15,使用体验,正面
1036,_, , ,满意,15,17,整体,正面
1037,_, , ,很喜欢,10,13,整体,正面
1038,_, , ,挺好的,2,5,整体,正面
1039,_, , ,很满意,7,10,整体,正面
1040,物流,8,10,非常快,10,13,物流,正面
1040,包装,14,16,很好,16,18,包装,正面
1041,活动,21,23,_, , ,价格,正面
1041,_, , ,还不错,6,9,整体,正面
1042,补水,8,10,没什么问题,13,18,功效,正面
1042,_, , ,便宜,23,25,价格,正面
1043,_, , ,喜欢,0,2,整体,正面
1044,_, , ,非常满意,0,4,整体,正面
1044,_, , ,物美价廉,5,9,价格,正面
1044,_, , ,非常好用,19,23,整体,正面
1045,包装,4,6,很喜欢,6,9,包装,正面
1046,精华液,2,5,很多,0,2,成分,正面
1046,面膜纸,6,9,薄透,10,12,使用体验,正面
1047,_, , ,还不错,13,16,整体,正面
1048,_, , ,比较温和,11,15,使用体验,正面
1049,_, , ,还不错,7,10,整体,正面
1049,价格,13,15,多多促销,15,19,价格,正面
1049,价格,13,15,多多优惠,20,24,价格,正面
1050,_, , ,最好用,5,8,整体,正面
1051,_, , ,挺好用的,0,4,整体,正面
1052,持妆,0,2,不错,8,10,功效,正面
1052,控油效果,3,7,不错,8,10,功效,正面
1052,遮暇,11,13,一般般,13,16,功效,中性
1053,_, , ,不错,23,25,整体,正面
1054,活动,3,5,_, , ,价格,正面
1054,_, , ,快,32,33,物流,正面
1055,物流,0,2,快,2,3,物流,正面
1056,_, , ,挺好的,4,7,整体,正面
1056,_, , ,不错,15,17,整体,正面
1057,_, , ,非常不错,5,9,整体,正面
1058,快递,0,2,很速度,2,5,物流,正面
1059,_, , ,一般般,0,3,整体,中性
1060,卸妆,25,27,挺好的,28,31,功效,正面
1060,泡沫,34,36,很多,36,38,使用体验,正面
1060,_, , ,很好,0,2,整体,正面
1060,_, , ,很喜欢,3,6,整体,正面
1061,_, , ,很好用,0,3,整体,正面
1061,_, , ,不错,15,17,整体,正面
1062,_, , ,好评,25,27,整体,正面
1062,_, , ,挺划算的,20,24,价格,正面
1063,_, , ,还不错,4,7,整体,正面
1064,_, , ,不油腻,8,11,使用体验,正面
1064,_, , ,很自然,12,15,功效,正面
1064,味道,16,18,很好闻,18,21,气味,正面
1064,物流,38,40,很快,40,42,物流,正面
1064,_, , ,满意,43,45,整体,正面
1065,味道,0,2,不是很喜欢,2,7,气味,负面
1065,味道,0,2,怪怪的,10,13,气味,负面
1066,物流配送,0,4,非常快,4,7,物流,正面
1066,香味,23,25,_, , ,气味,正面
1066,_, , ,很喜欢,28,31,整体,正面
1067,_, , ,划算,15,17,价格,正面
1067,赠品,19,21,_, , ,价格,正面
1068,_, , ,挺好,9,11,整体,正面
1068,_, , ,不错,11,13,整体,正面
1068,_, , ,挺快,30,32,物流,正面
1069,物流,5,7,很快,7,9,物流,正面
1070,物流,8,10,快,10,11,物流,正面
1070,_, , ,很划算,17,20,价格,正面
1071,_, , ,五星好评,17,21,整体,正面
1072,_, , ,是正品,11,14,真伪,正面
1072,_, , ,很好,8,10,整体,正面
1072,物流,24,26,很快,27,29,物流,正面
1073,_, , ,非常好,0,3,整体,正面
1074,包装,9,11,不错,11,13,包装,正面
1074,_, , ,很划算,0,3,价格,正面
1075,_, , ,很小,0,2,整体,负面
1075,_, , ,不大好,3,6,整体,负面
1076,_, , ,很不错,0,3,整体,正面
1076,快递,27,29,超快,30,32,物流,正面
1076,_, , ,不是特别显白,4,10,功效,正面
1076,_, , ,很自然,11,14,功效,正面
1077,_, , ,干巴巴,0,3,使用体验,负面
1077,_, , ,一点都不水润,4,10,使用体验,负面
1077,_, , ,很硬,13,15,使用体验,负面
1077,_, , ,也不好使,15,19,整体,负面
1078,_, , ,可以,2,4,整体,正面
1078,瓶盖,13,15,碎了,17,19,物流,负面
1079,态度,12,14,非常好,14,17,服务,正面
1080,_, , ,很好用,0,3,整体,正面
1080,_, , ,很舒服,10,13,整体,正面
1081,物流,18,20,超快,20,22,物流,正面
1081,服务,22,24,到家,24,26,物流,正面
1081,增品,31,33,没收到,40,43,价格,正面
1082,_, , ,五星好评,14,18,整体,正面
1083,物流,0,2,超级给力,2,6,物流,正面
1083,价格,12,14,合适,15,17,价格,正面
1083,_, , ,很好,9,11,整体,正面
1084,_, , ,好干燥,2,5,使用体验,负面
1085,_, , ,很好用,0,3,整体,正面
1085,_, , ,很舒服,10,13,使用体验,正面
1085,_, , ,很水润,13,16,使用体验,正面
1086,_, , ,不错,4,6,整体,正面
1086,_, , ,便宜好多,11,15,价格,正面
1086,_, , ,划算,16,18,价格,正面
1087,_, , ,好,0,1,整体,正面
1088,_, , ,还不错,0,3,整体,正面
1088,遮瑕,4,6,不错,10,12,功效,正面
1088,提亮效果,6,10,不错,10,12,功效,正面
1088,_, , ,有点干,16,19,使用体验,负面
1088,_, , ,起皮,28,30,使用体验,负面
1089,快递,0,2,很快,3,5,物流,正面
1090,_, , ,很不错,2,5,整体,正面
1091,_, , ,太一般了,2,6,整体,负面
1091,_, , ,干死了,18,21,使用体验,负面
1092,快递速度,0,4,很快,4,6,物流,正面
1092,包装,11,13,不错,16,18,包装,正面
1093,_, , ,好用,0,2,整体,正面
1093,_, , ,增白,9,11,功效,正面
1093,_, , ,遮瑕,11,13,功效,正面
1094,快递,2,4,_, , ,物流,负面
1095,_, , ,很干净,0,3,功效,正面
1096,_, , ,还不错,7,10,整体,正面
1096,_, , ,挺好用的,11,15,整体,正面
1097,_, , ,不贴,0,2,使用体验,负面
1097,_, , ,很容易掉粉,2,7,使用体验,负面
1097,_, , ,浮粉,8,10,使用体验,负面
1098,_, , ,挺好用,17,20,整体,正面
1099,_, , ,还可以,15,18,整体,正面
1100,_, , ,还不错,2,5,整体,正面
1100,速度,6,8,很快,8,10,物流,正面
1101,_, , ,好没用,0,3,整体,负面
1102,_, , ,可以啊,0,3,整体,正面
1102,_, , ,提好用,4,7,整体,正面
1103,持久情况,0,4,还好,11,13,功效,正面
1103,防晒效果,14,18,一般,18,20,功效,中性
1103,物流,21,23,多块,23,25,物流,正面
1104,盖子,9,11,松的,11,13,包装,正面
1104,_, , ,还行,17,19,整体,正面
1105,营养液,14,17,很充足,17,20,成分,正面
1106,精华,3,5,多,5,6,成分,正面
1106,_, , ,还行,0,2,整体,正面
1107,_, , ,不错,2,4,整体,正面
1108,味,8,9,不错,9,11,气味,正面
1109,_, , ,还可以,6,9,整体,正面
1110,物流,0,2,很快,2,4,物流,正面
1110,_, , ,比较好,15,18,整体,正面
1111,_, , ,非常好用,6,10,整体,正面
1112,_, , ,挺好用的,9,13,整体,正面
1113,水份,7,9,几乎没有,9,13,成分,负面
1113,_, , ,很干,15,17,使用体验,负面
1114,_, , ,太差了,0,3,整体,负面
1114,_, , ,粉浮着,5,8,使用体验,中性
1114,_, , ,特别少,12,15,其他,负面
1115,_, , ,还可以,0,3,整体,正面
1115,量,4,5,多,5,6,其他,正面
1116,_, , ,非常好用,2,6,整体,正面
1117,颜色,21,23,正好,23,25,功效,正面
1117,活动,27,29,_, , ,价格,正面
1117,_, , ,很喜欢,0,3,整体,正面
1117,_, , ,挺划算的,36,40,价格,正面
1118,_, , ,好好的,6,9,整体,正面
1119,味道,9,11,好闻,12,14,气味,正面
1119,_, , ,还可以,0,3,整体,正面
1119,_, , ,挺服帖,4,7,使用体验,正面
1120,性价比,35,38,真高,38,40,价格,正面
1120,_, , ,非常的实惠,14,19,价格,正面
1121,味道,6,8,很好闻,8,11,气味,正面
1121,送货,19,21,很快,21,23,物流,正面
1122,_, , ,没有过敏,15,19,使用体验,正面
1122,_, , ,挺薄,7,9,使用体验,正面
1122,_, , ,贴肤,10,12,使用体验,正面
1122,_, , ,不痒,22,24,使用体验,正面
1122,_, , ,还可以,27,30,整体,正面
1123,_, , ,还不错,15,18,整体,正面
1124,_, , ,挺不错的,0,4,整体,正面
1125,物流,10,12,快,13,14,物流,正面
1125,_, , ,不干,0,2,使用体验,正面
1125,_, , ,不紧绷,2,5,使用体验,正面
1125,_, , ,非常好,6,9,整体,正面
1126,_, , ,不错,30,32,整体,正面
1126,_, , ,很好推开,23,27,使用体验,正面
1126,_, , ,均匀肤色,12,16,功效,正面
1127,_, , ,有点失望,5,9,整体,负面
1127,日期,10,12,不是新的,12,16,新鲜度,负面
1128,包装,16,18,挺好的,18,21,包装,正面
1129,赠品,8,10,_, , ,价格,正面
1129,_, , ,很好用,17,20,整体,正面
1130,_, , ,很不错,29,32,整体,正面
1130,_, , ,特别水润,35,39,使用体验,正面
1131,味道,33,35,淡淡的,35,38,气味,中性
1131,_, , ,还行,21,23,整体,正面
1132,_, , ,太香了,3,6,气味,负面
1133,_, , ,很好,12,14,整体,正面
1133,粉质,15,17,细腻,17,19,使用体验,正面
1133,_, , ,比较好推开,20,25,使用体验,正面
1133,_, , ,好评,26,28,整体,正面
1134,_, , ,很好用,7,10,整体,正面
1135,快递,6,8,很快,8,10,物流,正面
1135,_, , ,油亮油亮,15,19,使用体验,负面
1135,_, , ,很白,3,5,功效,正面
1136,_, , ,不错哦,10,13,整体,正面
1136,_, , ,很自然,14,17,功效,正面
1136,_, , ,很好推开,18,22,使用体验,正面
1137,_, , ,不太喜欢,11,15,整体,负面
1137,_, , ,很划算,37,40,价格,正面
1138,_, , ,干的脱皮,21,25,使用体验,负面
1138,_, , ,还可以,0,3,整体,正面
1139,_, , ,很好,0,2,整体,正面
1139,泡沫,3,5,很细腻,5,8,使用体验,正面
1140,_, , ,挺好的,0,3,整体,正面
1140,遮瑕效果,4,8,好,8,9,功效,正面
1141,_, , ,还不错,6,9,整体,正面
1142,_, , ,非常好用,0,4,整体,正面
1142,_, , ,非常香,5,8,气味,正面
1143,_, , ,还挺好的,11,15,整体,正面
1144,_, , ,辣眼睛,14,17,使用体验,负面
1144,味道,18,20,刺鼻,21,23,气味,负面
1144,_, , ,太失望了,24,28,整体,负面
1145,_, , ,不错,2,4,整体,正面
1145,保湿效果,5,9,一般,9,11,功效,中性
1146,_, , ,是正品,0,3,真伪,正面
1146,_, , ,非常好用,9,13,整体,正面
1147,_, , ,比较显白,0,4,功效,正面
1147,香味,11,13,淡淡的,8,11,气味,正面
1147,发货速度,14,18,挺快,18,20,物流,正面
1148,保湿效果,22,26,好,26,27,功效,正面
1148,_, , ,很实惠,0,3,价格,正面
1148,_, , ,遮暇,28,30,功效,正面
1148,_, , ,容易油,33,36,使用体验,负面
1149,_, , ,服帖,19,21,使用体验,正面
1149,_, , ,显白,22,24,功效,正面
1150,_, , ,不错,6,8,整体,正面
1151,价位,0,2,经济,2,4,价格,正面
1151,价位,0,2,实惠,4,6,价格,正面
1151,_, , ,挺好的,13,16,整体,正面
1151,_, , ,挺补水,17,20,功效,正面
1152,上妆效果,0,4,满好的,5,8,功效,正面
1152,_, , ,不错,17,19,整体,正面
1152,_, , ,很自然,20,23,功效,正面
1153,价格,0,2,很合适,2,5,价格,正面
