Polarities,new_text
正面,这个面膜是我用的最好用的一个，
正面,补水效果特别好
正面,比实体店打折还便宜，
正面,太好用了，
正面,不过挺保湿的
正面,用着挺不错的，
正面,很喜欢味道也还好 
正面,好用哟，
正面,一直都用***不错，
正面,价格也很实惠，
正面,洗完脸也很舒服 
正面,很划算，
正面,补水保湿的效果不错，
负面,感觉有点卡粉，
正面,清洁能力：细滑容易冲洗。
正面,滋润保湿，
正面,不过价格挺实惠的，
正面,送了礼品。
正面,总得来说还是可以的
正面,很好用保湿效果不错
正面,**物流速度很快的！
正面,价廉物美。
正面,很便宜，
正面,很好用，
正面,面膜很水润，
正面,绿色显得皮肤很白。
正面,比安耐晒质地清爽，
正面,用了没有过敏，
正面,也很好涂抹，
正面,快递员很敬业。
正面,个不错的，
正面,而且价格非常公道喜欢的朋友可以入手。
正面,看着还不错
正面,这个倒是很划算
正面,但也比商场便宜，
正面,不错价格实惠物流快666666
正面,非常满意！
正面,很薄很透，
负面,形状都不规整，
正面,面膜很润，
正面,但是看起还挺好，
正面,用着还行很保湿
正面,性价比不错
正面,很细腻 
负面,比以前用的差了很多，
正面,易推开!而且价格也实惠!会回购的!
中性,用了一片还行，
正面,质量很好的国货产品，
正面,很清爽不油腻。
正面,补水隔离效果好，
正面,一下买了两件.以前用过.挺好的下次继续光临
正面,隔离保湿效果好，
正面,轻薄也很提肤色。
正面,老婆很喜欢这款面膜.
正面,不过应该给快递点赞。
正面,起码面膜很好
正面,遮瑕效果不错
正面,搞活动买的价格很便宜，
负面,很干
中性,一般般吧，
正面,味道也很好闻，
中性,不知道是不是正品，
正面,真的是物美价廉，
正面,容易清洁，
负面,买完就降价啦 
正面,很不错的一款隔离霜继续关注的&hellip
正面,卸妆效果很好，
正面,保湿效果：挺可以。
正面,闻起来很好闻，
正面,很细！
正面,看起来而且很滋润，
正面,使用无异常不适。
正面,这个很好用，
正面,补水够用了，
正面,很满意不贵！
正面,微微改善肤色，
正面,感觉像正品
正面,一如继往好评
正面,挺合适的！
正面,用起来也方便
正面,速度快挺好的
正面,这个卸妆水很不错呀，
正面,正好遇上做活动流存了好多货，
正面,特别滋润和美白，
正面,物流非常快，
正面,挺滋润的！
正面,也挺好用的
正面,不油不腻
正面,效果很好，
正面,价格很便宜，
正面,一次做活动买一送一，
正面,这面膜还挺好用的，
正面,挺湿润的
正面,气垫霜还不错，
正面,~扫出来是正品。
正面,很方便。
正面,说还不错???
正面,买一送一挺划算的，
正面,一直都得上面买呢很实惠
负面,太假了会掉粉还起皮，
正面,清洁能力：洗面奶比以前用的用起来效果也蛮好的，
正面,挺好
负面,就是少了点
正面,体亮自然
正面,挺细腻的。
正面,商品实用，
正面,这物流也太给力了吧，
正面,当然棒棒
正面,好用划算
正面,宝贝不错，
正面,不错啊你们的东西很喜欢这个链接转链接转链接转链接
正面,也不干，
中性,上妆效果：有点假面，
正面,洁肤很好，
正面,洗脸很香，
正面,性价比不错哦！
正面,我觉得不错。
负面,假货名子都不一样，
正面,价格也实惠，
正面,洁面很干净，
正面,使用效果吸收很不错哦，
正面,**物流真是神速，
正面,洗完脸上感觉很光滑，
正面,而且不油腻，
正面,不错哦，
负面,就是有点小贵
正面,好评吧
正面,味道也很好闻
正面,妈妈很喜欢！
负面,水润面膜很粘不行
正面,一如既往的喜欢，
正面,很好用哦，
正面,卸妆水好用，
正面,肤色提亮了很多，
正面,紫色隔离还增白，
正面,服务态度很好。
正面,感觉补水效果还可以
正面,非常满意。
正面,而且面膜很服帖，
正面,味道一样
正面,闻着味道和专柜的差不多
正面,觉得还不错，
正面,性价比很高的活动就参加了！
正面,这个就质地挺保湿的那种。
正面,活动，
正面,用起来了还可以，
正面,效果挺好，
正面,不油腻也清爽。
正面,上妆效果：容易上妆 
正面,很温和。
正面,超补水
正面,感觉洗得挺舒服的&hellip
正面,非常好的一款产品，
正面,应该可以，
正面,好吸收，
正面,媳妇非常喜欢
正面,她很喜欢。
正面,感觉蛮不错的，
正面,用了几年快递特别快。
正面,不脱妆，
正面,遮瑕效果超级好，
正面,价廉物美！
正面,涂上很细腻
正面,超级好用 
正面,双十一购入也很实惠。
正面,很适合我的皮肤。
正面,很好用用过好几次了清洁能力：清洗很容易
正面,评论说服帖
负面,一点也不值100多块钱的东西
正面,应该是很好，
正面,靠谱实在的赠品！
正面,抹上也挺滋润
正面,很滋养皮肤，
正面,非常喜欢，
正面,物流好快，
正面,补水效果非常好！
负面,不过用完脸上长痘，
正面,持久力也可以
正面,面膜也很好用，
正面,赠的东西挺多的，
正面,这款应该是物美价廉的产品，
正面,很自然又很好推开
负面,卖家发货比较慢，
正面,水份多多
正面,细腻自然
正面,用了后脸部无紧绷感，
正面,物美价廉好评
正面,宝贝不错下次还会光顾
正面,贴上很舒服，
正面,很划算。
负面,好刺鼻啊，
正面,习惯好评。
正面,好好的！
正面,活动的时候买的，
正面,实惠又实用，
正面,不油不粘，
正面,嗯满意。
正面,卖家服务态度很好，
正面,洗完脸不会很干！
正面,听同事们讲这款CC气垫霜很好用，
正面,能接受
负面,不是很值
负面,有一袋面膜破了漏水，
正面,价格合理，
正面,买一送一的活动，
负面,非常差，
正面,不错?
正面,效果很不错的哦，
正面,个人情况：有股淡淡的香味，
正面,快递很快
正面,不过应该可以
正面,价格便宜实惠东西不错，
正面,补水，
正面,敷完水水嫩嫩的
正面,洗完脸上滑滑的，
正面,一流产品，
正面,**送货也快
正面,用着很可以，
正面,价廉，
负面,就是瓶盖设计好巨大呀，
正面,面膜轻薄补水。
正面,面膜保湿效果不错，
正面,洗完没有紧绷感
正面,香香的挺好闻的。
正面,水分精华很多，
正面,清洁效果很好，
正面,**快递小哥一如既往的给力
正面,很清爽很喜欢，
正面,特价囤的，
正面,用了还不错，
正面,又实惠，
正面,还是很显白的，
正面,快递速度快，
正面,一点也不干，
正面,不刺激皮肤。
正面,有过之后水水的，
正面,宝贝不错 
中性,赞赞
正面,超级好
正面,个人比较喜欢这个味道，
正面,我妈特喜欢这款，
正面,关键是不过敏，
正面,味道闻起来是一样的，
正面,用着也挺好用，
中性,还可以吧。
正面,上妆效果很好，
正面,特别补水，
正面,好很好非常好
负面,就是感觉洗了以后脸没有那么润，
正面,**快递速度快，
正面,正品，
正面,质量很不错，
正面,棒棒哒～为了***小哥哥买的～
正面,面膜用后感觉也特别的好，
正面,宝贝很喜欢，
正面,女儿可喜欢了，
负面,而且量特别少，
正面,使用后冰冰凉凉，
正面,面膜也很服帖，
正面,显白水润还送卸妆水，
正面,质量上乘，
负面,只不过客服的服务真让人不敢恭维
正面,容易吸收，
正面,用着也不错，
正面,特别便宜，
正面,物流超级速度
正面,应该不错的！
正面,以前用过又来回购了送货到门非常好
正面,这款产品很温和，
正面,给了160ml的赠品卸妆水，
正面,品质好，
正面,送货又快！
正面,挺好，
正面,说用着好！
正面,保湿效果很好，
正面,好用用过肤色好好，
正面,泡沫也多，
正面,用完脸润润的
正面,物流多块的。
正面,用着还不错，
负面,味道也刺鼻，
正面,物美价廉
正面,用后水水嫩嫩的，
正面,很好呦！
正面,用着没过敏、继续看看
正面,颜色好看，
正面,喜欢用***的面膜，
正面,很喜欢这款隔离霜！
正面,用着很舒服！
正面,货物很好，
正面,自然美，
正面,特别喜欢这个新包装的，
正面,擦在脸上很自然，
中性,东西一般吧，
正面,这个蛮好用的，
正面,都好用
中性,希望味道别太香
正面,湿润
正面,值得信赖的品牌护肤品
正面,很满意。
正面,特别温和，
中性,比自己皮肤颜色稍微白一点，
正面,好评好评，
正面,运货速度也非常快非常满意
负面,可能有点儿掉妆
中性,后期看看美白效果！
正面,补水还行。
正面,可以。
负面,为什么闻着酸酸的
正面,质地挺轻薄的，
正面,两瓶很划算哦，
正面,但是对敏感肌来说这已经很好了！
正面,服贴不卡粉，
正面,试用了一下还可以哦！
正面,真心不错，
正面,很好用噢，
正面,应该还不错的吧
中性,味道淡淡的
正面,很好用的一款面膜，
正面,涂抹均匀
正面,媳妇很喜欢
正面,不过***的面膜也是很不错的啦，
正面,很好用的一款隔离霜
正面,用了质量不错非常喜欢.下次再来.很满意哦
正面,感觉还行 
正面,妈妈说量有点少不过好用
负面,欺骗消费者！
中性,用着很舒服 
正面,包装得很漂亮 
正面,话不多说很好用
正面,不是那么白，
正面,三八节搞活动，
正面,超喜欢 
正面,面膜很好用 
正面,增白遮瑕，
正面,卸妆也干净，
正面,价格实惠
正面,不贵！
正面,很好涂抹，
正面,用着还行
正面,补水保湿效果好，
正面,粉质很是细腻，
负面,用着很干，
正面,活动力度很大，
正面,非常喜欢她的味道！
正面,觉得不错吧
正面,个人觉得很好用，
正面,气垫很好细腻你不脱妆
正面,用完了比较有气色
正面,好用
正面,根本不好晕开 
正面,补水效果还是不错的，
正面,不过洗过之后不紧绷，
正面,贴个面部，
正面,快递员很好，
负面,就是我贴了脸过敏但**售后不错?退还给我了
正面,婆婆喜欢回头会回购
正面,好评 
正面,脸也感觉滑滑的，
负面,不贴很容易掉粉，
负面,以前用过他们家的护肤品感觉有点干，
正面,快递真的快
正面,卖家服务好，
正面,比实体店便宜很多，
正面,送了赠品！
正面,喜欢哦
正面,赶紧不错
中性,滋润及保湿：�保思个啦
中性,不知道隔离效果怎么样
正面,客服也很好问什么答什么
正面,自己用着还不错，
正面,东西挺好用的便宜实惠又好用
正面,保湿好
正面,很适合用这款氨基酸的。
正面,遮瑕效果好
正面,超好用很水润，
负面,用着不怎么样，
正面,提亮肤色是真 
正面,用过的脸显得细致了很多
正面,很喜欢在**购物 
正面,送给妈妈用的好评好评好评好评好评好评好评
正面,挺不错的！
正面,性价比不错，
正面,非常好。
正面,比****便宜
正面,清洁能力：很好用呢
负面,刚买回来就降价了
正面,精华挺多的，
正面,隔离非常好用，
正面,质量不错！
正面,效果不错是正品！
正面,朋友说特别好用还送了很多小试用！
正面,这个牌子护肤品不错
正面,清洁干净，
正面,补水**快递真的很快，
正面,成分很安全，
正面,物流也很快&hellip
负面,都卸不掉，
正面,可以可以可以可以，
正面,提亮肤色！
正面,里面精华很多，
正面,偏黄肤色用的显白 
正面,颜色也很好。
正面,看见有活动又马上囤了两支
正面,正品
正面,这个瓶口按压设计很帮，
正面,我觉得很好用哦！
正面,不错很好用，
正面,用起来还行，
负面,水漏了一袋子
正面,用完不油，
负面,感觉不高
正面,很方便，
正面,用的不错，
正面,还有好多赠品
负面,香味有点不太喜欢，
正面,服务好！
正面,这款面膜很好用不油腻感觉也好
正面,一直很棒。
负面,我个人不太喜欢，
正面,媳妇儿用的不错，
正面,皮肤亮白！
正面,味道可以的！
中性,所以先给好评吧！
正面,使用后好清淡的香味，
负面,洗了以后不是很滋润，
正面,搞活动买的，
正面,油而不腻。
负面,用着辣脸啊，
正面,看起来不错还有赠品，
正面,上面显示是正品，
正面,看上去很大气。
正面,擦上很服帖，
正面,面膜也很水不粘稠，
正面,快递员态度很好。
正面,好用不厚也不过敏
正面,还不错吧挺补水的喜欢用这一款面膜
正面,水水润润很舒服，
正面,用了2年了性价比高而且好用一如既往的会买这款隔离
正面,便宜了很多！
正面,活动买的 
负面,洗完脸还是会紧缩，
负面,浪费钱，
正面,超级补水！
正面,质量还不错，
正面,挺实惠的，
正面,感觉用着挺好，
正面,价钱优惠，
负面,用的脸上都起痘了。
正面,泡泡多，
正面,多送一个替换装挺实惠的！
正面,希望是正品
正面,活动价格真的很实惠，
正面,味道不错，
负面,打客服电话也是敷衍了事
正面,很温和不刺激。
正面,用了皮肤白的自然不错
正面,非常喜欢。
正面,赠品也不错
正面,经济，
正面,只剩下次日达还能安慰一下产品挺好用，
正面,说用着还不错
正面,宝贝挺好的，
中性,对于我来说一般般
正面,非常好用的一款面膜，
正面,细腻，
正面,很贴肤，
正面,非常实惠，
正面,这次网购很高兴
正面,便宜又好用，
正面,隔离还是挺好用的，
正面,就是好，
正面,用了两片还行！
负面,整体描述：淡斑效果没感觉到，
正面,不过习惯好评
正面,好用又实惠。
正面,挺喜欢用的
负面,面膜面积太小！
正面,质量特别好！
正面,挺喜欢的大家放心购买。
正面,好开心，
正面,我觉得比***的好用
正面,薄薄的很舒服，
正面,好推开，
负面,还是有点白。
正面,听朋友说增品不少，
中性,一般般吧！
正面,快递及时专业
正面,这次的物流出奇的快，
正面,均匀肤色去除暗沉。
正面,赞！
负面,精华很少，
负面,差评，
正面,持久情况：不怎么挫泥，
负面,包装就一个袋子，
正面,很棒很服帖不会浮粉，
正面,非常好用。
正面,不卡粉！
正面,这次买的也好用，
负面,特别油油 
正面,感觉隔离效果不错，
正面,卸妆比较干净，
正面,还不油腻，
正面,**物流也特别给力，
正面,很服帖，
正面,厚度适中，
中性,起泡量属于少的那一种 
正面,气味优雅，
正面,反馈效果说很不错
正面,一直都很好用
负面,但是用这款乳有点火辣辣的感觉
正面,挺好的!用完再购！
正面,很薄又很多精华液。
正面,就是物流有点慢 
正面,比~便宜，
正面,宝贝很好，
正面,看着不错
正面,自然色擦到脸上感觉颜色有点暗，
正面,补水很好，
负面,客服不合格
正面,真的好用
正面,真的很好敷完以后水水的嫩嫩的，
正面,乳液可以，
正面,物流也出乎意外的快，
中性,用着一般般
正面,活动价很是划算，
正面,很好用的，
正面,面膜真的很好用，
负面,含量比较少，
正面,一点都不干，
正面,用了一次就感觉补水效果很不错
正面,**物流非常快，
正面,喜欢**，
正面,据说挺好碰到活动买来试试
正面,不错的产品，
正面,精华比较水润适合夏天使用，
正面,**物流超快服务到家，
正面,没有刺激感
正面,很满意的一次购物，
正面,被好评吸引过来，
正面,总体还不错
正面,太棒了，
中性,不求什么紧致美白的，
正面,经济实惠
正面,这款隔离是真的很好用啊 
正面,快递很速度
负面,这气垫也太假了吧，
正面,物流快 
正面,洗得干净，
正面,朋友喜欢。
正面,价钱实惠，
正面,喜欢这香味。
正面,还很便宜好评
负面,这个用着感觉脸刺痛，
正面,用了还不错。
正面,东西很好 
负面,刺激皮肤而且这次买的商品盒里说明书都没有一张，
正面,这个面膜挺好用的，
正面,用了确实很补水，
正面,还不错吧，
正面,还挺好用的。
正面,也不算太贵，
正面,物流超快的。
负面,但是刚开始的时候是有点干，
正面,很满意的一次购物
负面,物流超级差 
正面,也挺遮瑕，
正面,很水润服帖，
正面,不过挺适合我这种敏感肌的。
正面,棒棒的
正面,很满意
中性,遮暇一般般
正面,补水效果非常不错！
正面,比商品非常不错性价非常好
正面,用起来很舒服很水润
中性,虽然没有美白，
正面,赠品好有分量，
负面,唯一要吐槽的是这个包装忒简单了，
正面,物流太快了，
正面,上妆效果很好
正面,精华多 
正面,看着包装和实体店的一样，
正面,宝贝物美价廉非常好虽然还没用，
正面,从来不长闭合或者痘痘，
正面,用着很好。
正面,价格不贵！
正面,物流很快！
正面,效果不错。
负面,特别的干掉粉
正面,价格优惠。
正面,水特别滋润！
正面,好大一瓶发的是新包装。
正面,图案也漂亮，
正面,看包装挺好的，
正面,发货物流超快，
正面,还保湿，
正面,用着也挺好
正面,保湿很不错
正面,相当不错，
正面,好用。
负面,不好卡粉，
正面,比较满意，
正面,水分充足！
正面,今天第一次用很喜欢，
正面,真的挺不错，
正面,质量很好
正面,味好闻。
正面,**物流也非常强
正面,买的是自然色还有香味，
正面,优惠，
正面,很划算很喜欢
正面,面膜用还挺好的自己 
正面,有一点提亮肤色
正面,客服很有耐心
正面,和我的皮肤颜色相近，
正面,物流速度很快。
正面,整体用的不错，
正面,用惯了还不错。
正面,特别好用。
负面,就是用完之后脸上有点疼，
正面,不过这打五折也太便宜了吧
正面,应该挺好的，
正面,便宜。
正面,快递小哥很给力！
正面,很水润。
正面,补水美白效果都挺不错的
正面,很保湿啊，
正面,喜欢用这个牌子的东西，
正面,效果不错
正面,味道非常好闻，
正面,很润相对好推开。
正面,这款***的真的好用，
正面,是真品。
正面,经济又实惠。
正面,面膜非常好用，
正面,精华液也不多，
正面,挺好用的 
正面,效果明显，
正面,他家保湿真的好，
正面,**商城服务一流
正面,反馈还是一如既往的好，
正面,用后挺清爽的
正面,衣服收到了穿上很好看，
正面,质量值得信赖物流还快，
正面,这款洗面乳很好用，
正面,搞活动超划算。
正面,颜色也自然
正面,效果还行
正面,面膜真的很服帖。
中性,遮瑕效果：还没有使用，
正面,感觉很不错，
正面,快递师傅辛苦了啊。
正面,感觉很不错
正面,正品挺好的
正面,给手背上试了试不错细腻亮白
正面,现在是新包装，
正面,洗后很舒服，
正面,孩子喜欢这款洗面奶，
正面,试用后挺细腻的能够很好的提亮肤色。
正面,水润保湿不油腻??????
正面,查防伪是正品，
负面,不然脸会干的脱皮
正面,主要是活动的时候下单的，
正面,快递小个很是给力，
正面,价格很好的时候入手的，
正面,很补水！
负面,有点不适应哈哈
正面,应该还可以吧。
负面,果然是挺油腻的，
正面,整体感觉还不错，
正面,超神速，
正面,用着还可以，
正面,好用！
正面,挺好了毕竟价格就很美丽。
正面,上妆后非常自然。
负面,油 
正面,老婆用了更滋润
正面,这个价格很划算。
正面,不会过敏 
正面,持久情况：持久度不错
正面,补水效果看的见
正面,喜欢 
正面,叶藻的很保湿，
正面,外观也很漂亮
正面,快递员也很好，
正面,应该还可以之前买过水乳感觉还行。
正面,白白嫩嫩的
正面,服帖保湿，
正面,觉得还行
正面,我们都很喜欢哈，
正面,补水效果很好呢，
中性,整体描述：有点小，
正面,非常的不错，
正面,也挺好上妆的，
正面,东西便宜，
正面,超喜欢的 
正面,好好用哦，
正面,总体还可以。
正面,宝贝挺好用的，
正面,价格也很亲民
正面,产品是正品，
正面,价格还便宜
负面,不好用差死了
正面,感觉比其他面膜要薄点，
负面,应该是假的，
正面,没让人失望
负面,小小一瓶，
负面,有点小～但是很好用 
正面,感觉效果挺好。
正面,确实是正品，
正面,东西是正品好用
正面,隔离试了一下很好
正面,好好不错
正面,具有美白效果 
正面,补水真的可以，
正面,速度很快
正面,功能性好，
正面,就这速度也必须给个好评
正面,快递也很给力！
正面,还送了很多赠品，
正面,水不错，
正面,赞?
正面,也不刺激，
正面,价格还算实惠，
正面,所以很喜欢，
正面,**大牌很好，
正面,清洁能力：总总体来说还好，
正面,洗了不紧绷，
正面,物流也挺快
正面,用量少洗的干净。
正面,送货速度很快很快，
正面,东西也是正品 
中性,整体描述：一般
正面,皮肤感觉不干燥。
正面,好评，
正面,看的很满意，
负面,不贴合 
正面,好用的，
正面,挺滋润的，
正面,效果好，
正面,物美价廉！
正面,是我最喜欢的一款隔离
正面,补水用这个真的很好
中性,这次网购总体一般，
负面,混干皮用下来有点干，
正面,开心，
正面,很保湿，
负面,太白，
正面,妈妈说很好用。
正面,用过很好！
正面,送的手册超级喜欢，
正面,爱不释手
中性,但愿能够有美白的功效，
正面,搞活动买很划算
正面,就是不保湿，
正面,活动很划算，
正面,精华液也很多
正面,给个五星好评吧。
正面,用着真心不错，
正面,**购物～～～方便～～～快～～～
正面,色泽唯美，
负面,不能改地址还挺麻烦的
正面,也白，
正面,物流配送非常快，
正面,还是双十一划算啊~
正面,速度真快，
正面,一直用这个产品很喜欢
正面,用起还可以，
正面,而且变白了，
负面,抹上脸都搓泥了，
正面,搞活动的时候买的很划算！
中性,只能说一般般吧
正面,紫色遮黄效果特别好，
正面,自然白，
正面,很便宜。
正面,巨好用 
正面,皮肤亮亮的，
正面,味道很喜欢，
正面,主要是给快递小哥点赞，
正面,总体来说不错、我这是第三次购买了、需要的亲们可以放心购买、好评
正面,东西还可以 
负面,啥赠品都没
正面,对皮肤很好
正面,好，
正面,这个价格买到，
正面,物流快，
正面,送的2O片包装还不错
正面,很喜欢，
正面,看着真不错
负面,没有说明书。
中性,泡沫不多但是清洁力跟强，
正面,信任**快递
正面,买了好几次了喜欢
正面,应该还不错挺好的
正面,用了很自然，
正面,感觉还好，
负面,不过味道个人不是很喜欢啦
中性,防晒效果：还没有使用，
正面,真的挺好。
正面,补水效果很好?快递小哥态度也很好?
负面,很讨厌有一片面膜破了，
正面,特别特别好用，
正面,还挺划算的。
正面,***隔离本身就很好用，
正面,超水润补水保湿，
正面,量也大，
正面,用了之后感觉气色很好，
正面,适合我的肤质
负面,感觉洗不干净
正面,东西好精致，
负面,用完感觉第二天长痘 
正面,宝贝用起来很好哦，
负面,不好用 
正面,对于偏黄肤色可以提亮肤色，
正面,但这个非常好，
正面,一直很相信**～～～配上隔离特别自然，
正面,蛮好用，
正面,应该补水还可以
中性,用了会不会过敏，
正面,价格很优惠，
正面,不刺激皮肤 
正面,面膜纸很薄，
正面,洗完脸不紧绷关键是品牌价格亲民啊
正面,实惠款
正面,双十一很划算，
正面,很喜欢
负面,最近活动不给力啊
正面,比平常买便宜了很多，
正面,挺温和的一款洗面奶，
负面,就是刚开始的味道不喜欢
正面,很方便啦，
负面,很小得一支 
正面,一如既往的好
正面,持久清新，
正面,发货速度和配送服务还是一流的
正面,到货速度很快，
正面,数次回购～～～忠实用户～～这次双十一购了满满一箱～～屯够一年的用量～～～赞一个～～
正面,清洁能力：清洁能力挺好的，
正面,大小也合适。
正面,清洁能力：泡沫很多，
正面,东西挺好的，
正面,刚刚试了一下很清爽，
正面,精华液也特别多！
正面,用着挺自然的
正面,速度太快了，
正面,不油腻！
正面,这个面膜挺好用的
正面,非常好用很好
正面,感觉挺好
正面,面膜纸丝薄服帖我很喜欢，
负面,颜色偏暗，
正面,感觉蛮好的，
正面,洗用了之后脸很清爽的哦??感觉棒棒哒！
正面,保湿度很好，
负面,一打开味道太刺鼻了，
正面,包装很严实，
正面,服务态度很好
正面,物流好快不说，
正面,我超级喜欢?，
正面,洗完后真的一点也不紧绷，
正面,真的实惠实用
正面,上妆很快，
正面,好好，
正面,比较喜欢那个炭黑面膜，
正面,确实很补水～
负面,洗了脸过敏，
负面,快要过期，
正面,轻薄不油腻，
正面,**没得说服务就是好 
正面,简直好用爆了，
负面,洗了脸上会比较油。
负面,包装也太丑了。
正面,真心好用
中性,美白效果还没看出来
正面,还行就感觉一瓶用完，
正面,真心不错直得购买
负面,挤了好多也没什么泡沫，
正面,没有过敏不适的反应
正面,物流很准时，
正面,东西是正品，
正面,觉得补水效果还行
正面,大赞
正面,很水润，
正面,吸收迅速，
正面,发货及时
负面,效果不好，
正面,很白。
正面,挺好的?好评
正面,面膜很服帖，
正面,方便快捷不错不错，
正面,价格是平民价，
中性,只要补水就好~
正面,是正品 
正面,朋友推荐的产品应该还不错吧
正面,很好用敷过之后水水润润的，
正面,但是很滋润 
正面,妈妈很喜欢，
正面,上脸很舒服。
正面,搞活动买的99送了两个替换装，
正面,感觉还行吧 
正面,隔离很好用，
正面,非常好用(?�?)会继续光顾的。
正面,性价比高；
正面,不错哦
正面,用起来也非常好。
正面,是我喜欢的味道，
正面,觉得很好用，
正面,商品质量也很好，
正面,用了很舒服，
正面,一片一片的，
正面,干净
正面,完全可以用物美价廉四个字形容，
正面,不干燥，
正面,非常好用的卸妆水，
负面,卸妆不是太干净，
正面,她很喜欢，
正面,贴完脸很舒服
正面,**优惠活动很给力，
正面,不假白亮肤滋润，
正面,试了试觉得不错
正面,打开有股淡淡的香味，
负面,这款洗面奶感觉泡沫有点多，
正面,还可以吧 
正面,比较轻薄。
正面,上妆效果：效果服帖且显白 
正面,不过敏。
正面,特别好，
正面,容易打开 
正面,**快递太给力了，
正面,效果不错哦！
负面,但是不适合我这种皮肤，
正面,套装实惠。
负面,包装太简单了，
正面,第一次买的效果不错
正面,美白又遮瑕，
正面,活动价太棒了。
正面,补水渗透性很强
正面,活动买的很划算。
正面,便宜又好用。
正面,绝对正品，
正面,哈哈最喜欢这个面膜了回购了
正面,真正的物美价廉，
正面,不假白。
正面,很薄！
正面,很清爽！
负面,干死了。
正面,物有所值用几天再来追评
正面,物流也非常的快！
正面,不错啊，
正面,赠品很好，
正面,还不错、、、、、、、、、、
负面,包装简陋 
正面,经常都有优惠活动，
正面,很实惠！
正面,淡妆卸得干净，
正面,真的挺好
正面,而且很实惠！
正面,我很喜欢，
正面,挺好的
正面,质地好推开，
正面,是正品一直用的这款隔离 
正面,整体描述：还不错 
正面,现在用的也是***的挺好用的，
正面,泡沫很多
负面,第一感觉很不好
正面,之前在这买的爽肤水很好，
正面,很温和的一款洗面奶，
中性,就是稍微有点干。
正面,包装也挺好的，
正面,用起跟水润
正面,好好好！
正面,好? 
正面,很好用！
正面,物流超级给力！
正面,用完没有紧绷感，
正面,给五星好评
中性,外面摸着特别软，
正面,应该不会差
正面,价格也实惠
正面,服务态度，
正面,挺好吸收的，
中性,遮瑕效果一般，
负面,用过后不保湿
正面,质量很好且送货速度快！
正面,自然偏白
正面,而且配送速度也很快，
正面,使用效果还可以。
正面,还没有用.用了在来评价.外表可以
正面,香香的，
正面,快递服务态度好。
正面,保湿效果很好。
正面,实在是太划算了。
正面,挺干净
正面,皮肤也满水润的
正面,也不油腻。
正面,赞。
正面,实惠好用，
正面,第二天脸也挺滋润，
正面,东东也不错，
正面,非常好??长期使用！
正面,这么的很白，
正面,快递也很快
正面,**物流真快！
正面,**快递神速。
正面,不是特别油，
正面,老婆大人用了之后表示很好，
正面,5星好评，
正面,但是也是非常速度了，
正面,***人鱼公主面膜贴33片装（水养面膜20pc+雪润面膜13片）女海藻补水保湿提亮清洁收缩毛孔
正面,物流挺快的哈
正面,这次买的也很好
正面,效果不错哦，
中性,保湿效果一般
正面,感觉不错的，
中性,希望是正品！
正面,淡淡的香味，
正面,发货很快，
正面,而且有淡淡清香味，
正面,很喜欢用
正面,清爽不刺激。
正面,洗完脸不紧绷，
正面,不错的，
正面,很实惠
正面,很合适，
正面,挺漂亮的，
正面,用后有点清凉的感觉，
正面,还很便宜呢
正面,不卡粉是我喜欢的
负面,所以用了觉得会起脂肪粒，
正面,其它的都不错
正面,补水效果好
正面,超合算，
负面,服务太差了！
正面,洗完不紧绷
正面,主要是性价比比较高，
正面,虽然是赠品给的，
负面,没有赠品了
正面,买给妹妹的生日礼物女生都很喜欢会继续支持下去的
正面,物流还是很快的。
正面,用过之后脸上滑滑的嫩嫩的喜欢
正面,这次的盖子松的，
正面,可以的很温和不敏感好评
正面,洗了脸不会紧绷，
正面,保湿效果：保湿一整天。
正面,服务很好，
负面,"接受不了,还有感觉不服帖，"
正面,补水效果太好啦，
正面,味道很香
正面,纸质不错，
正面,比较好推开。
正面,比平时划算多了
正面,不卡粉，
正面,必须好评呀，
正面,感觉也还好。
正面,挺好用 
正面,价格实惠基础补水护肤很适合，
正面,泡沫丰富，
正面,是正品相信美美，
正面,一如既往的好 
负面,感觉有点味道呢，
正面,快递，
正面,物流服务又好又快
中性,之前买过一次用的挺好的，
正面,总之为了挺好的
正面,个人情况：好评，
正面,是一款很不错的面膜
中性,粉浮着，
正面,比较保湿，
正面,看起来还不错，
正面,很不错
正面,总体还可以的
负面,连个包装盒都没有，
负面,不好用很烂
正面,尤其是快递小哥服务态度特别好，
正面,拍了照片还没上传不小心删掉了?不过绝对正品，
正面,买了2套很划算
负面,可是有点点过敏
负面,为啥连个盒子都没有？？这样我会以为是假货！
正面,***产品挺不错的，
正面,水灵灵美美哒。
正面,媳妇说很好值得拥有。
正面,我只能说不得不佩服**的物流，
正面,持久情况：四五个小时吧 
正面,看起来也蛮自然的。
正面,超好用的面膜
中性,效果嘛没什么突出的，
正面,快递太给力了，
正面,大爱，
正面,份量还蛮多的，
正面,搞活动买的很划算。
正面,很满意，
负面,感觉泡沫不太好洗掉
正面,持久可以
正面,用了还不错哦，
正面,泡沫细腻，
正面,面膜包装很好，
正面,感觉还不错吧，
正面,很轻薄透亮，
正面,挺湿润的，
正面,可以的
负面,联系客服没有人理会，
正面,还挺亮白的，
负面,透气性也很一般，
正面,感觉不错。
正面,非常补水，
正面,保湿度强
正面,**物流就是快。
中性,防晒效果怎么样一时真看不出来，
正面,好划算
负面,这个不太好，
正面,宝贝特别好 
正面,用着很放心。
正面,喜欢??
