,id,ASP,OPI,A_start,O_start,text
1732,807,_,很喜欢,,7.0,包装很好，看着很喜欢
1733,808,_,不错,,3.0,洗面奶不错，洗完脸不紧绷，泡沫细腻
1734,808,_,不紧绷,,9.0,洗面奶不错，洗完脸不紧绷，泡沫细腻
1735,808,泡沫,细腻,13.0,15.0,洗面奶不错，洗完脸不紧绷，泡沫细腻
1736,809,_,很喜欢,,2.0,小姑很喜欢用，第二次在**帮她买了，有活动就更好了
1737,809,活动,_,19.0,,小姑很喜欢用，第二次在**帮她买了，有活动就更好了
1738,810,_,浮粉,,17.0,严重怀疑产品质量，每次用完都是满脸浮粉，平时买东西能凑合的就都给好评，这次真的太失败了，再也不会买了
1739,811,_,挺温和的,,0.0,挺温和的，不刺激，还很香
1740,811,_,不刺激,,5.0,挺温和的，不刺激，还很香
1741,811,_,很香,,10.0,挺温和的，不刺激，还很香
1742,812,补水,很好,13.0,15.0,***我怀孕的时候都用过，补水很好，很赞。
1743,812,_,很赞,,18.0,***我怀孕的时候都用过，补水很好，很赞。
1744,813,_,蛮不错,,12.0,面膜用了再来评价的，感觉蛮不错的，还会回购的
1745,814,物流,很快,4.0,6.0,收到了，物流很快，面膜还没用，用后评论
1746,815,物流速度,有点慢,0.0,4.0,物流速度有点慢，第二天没有到达。
1747,816,_,不错,,2.0,面膜不错，薄，服帖，比**还好。
1748,816,_,薄,,5.0,面膜不错，薄，服帖，比**还好。
1749,816,_,服帖,,7.0,面膜不错，薄，服帖，比**还好。
1750,817,赠品,非常不错,0.0,2.0,赠品非常不错，很好用，感谢**
1751,817,_,很好用,,7.0,赠品非常不错，很好用，感谢**
1752,818,_,很不错,,4.0,货收到，很不错，己经用习惯了，从来不买别的牌子的，已经是N次购买了！
1753,819,_,不错,,4.0,用后感觉不错
1754,820,_,好用,,0.0,好用，一直在用，母亲节买给婆婆的礼物，她很喜欢。好用不贵的东西，快来买吧！
1755,820,_,很喜欢,,20.0,好用，一直在用，母亲节买给婆婆的礼物，她很喜欢。好用不贵的东西，快来买吧！
1756,820,_,不贵,,26.0,好用，一直在用，母亲节买给婆婆的礼物，她很喜欢。好用不贵的东西，快来买吧！
1757,821,_,还不错,,4.0,这个真的还不错 回购了几次了
1758,822,_,还可以,,2.0,东西还可以！！！
1759,823,_,挺好用的,,11.0,已经买了好多好多次了，挺好用的。物流超快的。
1760,823,物流,超快,16.0,18.0,已经买了好多好多次了，挺好用的。物流超快的。
1761,824,_,好评,,0.0,好评，真的很贴脸，偏黄的肤色，用这个颜色不会很夸张
1762,824,_,很贴脸,,5.0,好评，真的很贴脸，偏黄的肤色，用这个颜色不会很夸张
1763,825,_,不错,,8.0,收到就打开用了，不错哦，还挺好的，一如既往的爱在**上买东西，都是正品，放心，好评好评好评
1764,825,_,挺好的,,13.0,收到就打开用了，不错哦，还挺好的，一如既往的爱在**上买东西，都是正品，放心，好评好评好评
1765,825,_,正品,,33.0,收到就打开用了，不错哦，还挺好的，一如既往的爱在**上买东西，都是正品，放心，好评好评好评
1766,826,_,很好用,,10.0,第二次购买啦！妈妈说很好用。
1767,827,_,不够细腻,,7.0,里面总共三个，不够细腻，一片一片的，打脸上浮粉，
1768,827,_,一片一片的,,12.0,里面总共三个，不够细腻，一片一片的，打脸上浮粉，
1769,827,_,浮粉,,21.0,里面总共三个，不够细腻，一片一片的，打脸上浮粉，
1770,828,_,蛮轻薄的,,2.0,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
1771,828,_,很服帖,,8.0,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
1772,828,透气性,比较好,12.0,15.0,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
1773,828,_,水分,,30.0,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
1774,828,_,还可以,,32.0,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
1775,828,_,总体满意,,36.0,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
1776,829,_,最喜欢,,2.0,哈哈最喜欢这个面膜了回购了
1777,830,_,一点不好,,2.0,效果一点不好。洗不净。洗了脸上会比较油。不知道那么多好评哪里来的。欺骗消费者
1778,830,_,洗不净,,7.0,效果一点不好。洗不净。洗了脸上会比较油。不知道那么多好评哪里来的。欺骗消费者
1779,830,_,比较油,,16.0,效果一点不好。洗不净。洗了脸上会比较油。不知道那么多好评哪里来的。欺骗消费者
1780,831,_,很不错,,0.0,很不错的面膜，很喜欢，**优惠活动很给力，客服态度也很好
1781,831,_,很喜欢,,7.0,很不错的面膜，很喜欢，**优惠活动很给力，客服态度也很好
1782,831,优惠活动,很给力,13.0,17.0,很不错的面膜，很喜欢，**优惠活动很给力，客服态度也很好
1783,831,客服态度,很好,21.0,26.0,很不错的面膜，很喜欢，**优惠活动很给力，客服态度也很好
1784,832,活动,_,3.0,,这次趁活动买了两盒，以前是用袋子装的，这次的是盒子，看起来上档次了不少
1785,833,活动,_,13.0,,一直用***这个系列的，做活动的时候下手的，物美价廉
1786,833,_,物美价廉,,22.0,一直用***这个系列的，做活动的时候下手的，物美价廉
1787,834,_,可以的,,0.0,可以的一直都是用***
1788,835,_,还好,,2.0,感觉还好吧，第1次用这个牌子。性价比很高。
1789,835,性价比,很高,15.0,18.0,感觉还好吧，第1次用这个牌子。性价比很高。
1790,836,_,很水润,,8.0,刚收到就用了下，很水润
1791,837,_,挺好的,,8.0,之前买过一次用的挺好的，这次又囤了2瓶，隔离霜很轻薄，质量很好的。
1792,837,_,很轻薄,,23.0,之前买过一次用的挺好的，这次又囤了2瓶，隔离霜很轻薄，质量很好的。
1793,837,_,很好的,,29.0,之前买过一次用的挺好的，这次又囤了2瓶，隔离霜很轻薄，质量很好的。
1794,838,_,还行,,2.0,面膜还行吧，还没怎么用呢，用了再说吧
1795,839,_,好看,,6.0,给妈妈买的，好看方便使用，干净
1796,839,_,方便用,,8.0,给妈妈买的，好看方便使用，干净
1797,839,_,干净,,13.0,给妈妈买的，好看方便使用，干净
1798,840,_,很棒,,9.0,已经开始用了，效果很棒，很自然，不加白，值得推荐
1799,840,_,很自然,,12.0,已经开始用了，效果很棒，很自然，不加白，值得推荐
1800,840,_,不加白,,16.0,已经开始用了，效果很棒，很自然，不加白，值得推荐
1801,841,_,便宜,,11.0,买了霜，洗面奶，气垫，便宜又好用。而且物流也快。
1802,841,_,好用,,14.0,买了霜，洗面奶，气垫，便宜又好用。而且物流也快。
1803,841,物流,快,19.0,22.0,买了霜，洗面奶，气垫，便宜又好用。而且物流也快。
1804,842,_,还不错,,2.0,看着还不错，刚刚收到，效果要等到用了才知道
1805,843,_,还可以,,0.0,还可以，第一次使用，没什么过敏，比较服帖
1806,843,_,没什么过敏,,10.0,还可以，第一次使用，没什么过敏，比较服帖
1807,843,_,比较服帖,,16.0,还可以，第一次使用，没什么过敏，比较服帖
1808,844,_,一般,,2.0,东西一般吧，没有，感觉特别的什么不同
1809,845,_,挺好,,3.0,用起来挺好，效果挺好，特别白的自然。。。。
1810,845,_,白的自然,,13.0,用起来挺好，效果挺好，特别白的自然。。。。
1811,846,_,很好,,8.0,水乳我一直在用，很好，非常满意
1812,846,_,非常满意,,11.0,水乳我一直在用，很好，非常满意
1813,847,_,不错,,0.0,不错，原装盒里就有一个替换装了，加上赠送的一共两个呢！谢谢快递小哥！
1814,847,快递小哥,_,29.0,,不错，原装盒里就有一个替换装了，加上赠送的一共两个呢！谢谢快递小哥！
1815,848,_,很自然,,6.0,试用了一下，很自然，期待效果
1816,849,速度,快,16.0,18.0,哇嘿！我早上付的款，下午就到了，速度快！
1817,850,包装,_,2.0,,看着包装和实体店的一样，还没用！等用了在来评价！
1818,851,_,不是很好用,,12.0,怎么只有一个替换装，而且不是很好用，已经拆了不能退了
1819,852,_,好用,,0.0,好用，和实体店里的一样??
1820,853,_,挺喜欢,,10.0,买给母上大人的，妈妈挺喜欢这个牌子的，说用着好！
1821,854,_,赞,,0.0,赞，老用户了，一如既往，啥也就不说了
1822,855,_,好评,,0.0,好评，物流也出乎意外的快，赞。
1823,855,物流,出乎意外的快,3.0,6.0,好评，物流也出乎意外的快，赞。
1824,855,_,赞,,13.0,好评，物流也出乎意外的快，赞。
1825,856,_,保湿,,10.0,之前一直用这款隔离，保湿不干，经济实惠
1826,856,_,不干,,12.0,之前一直用这款隔离，保湿不干，经济实惠
1827,856,_,经济,,15.0,之前一直用这款隔离，保湿不干，经济实惠
1828,856,_,实惠,,17.0,之前一直用这款隔离，保湿不干，经济实惠
1829,857,_,很实惠,,0.0,很实惠，看丫头直播买点
1830,858,_,挺好的,,0.0,挺好的，买了好久了才记得来评价，价格实惠
1831,858,价格,实惠,16.0,18.0,挺好的，买了好久了才记得来评价，价格实惠
1832,859,_,很好,,0.0,很好，N次购买了
1833,860,_,超好用,,0.0,超好用很水润，粉了粉了，以后多多续费，耶
1834,860,_,很水润,,3.0,超好用很水润，粉了粉了，以后多多续费，耶
1835,861,活动,_,25.0,,第一次买这个牌子的面膜，希望好用吧！赶上买一送一的活动，划算，好用的话，用完还来！
1836,861,_,划算,,28.0,第一次买这个牌子的面膜，希望好用吧！赶上买一送一的活动，划算，好用的话，用完还来！
1837,862,_,可以,,0.0,可以，美美哒
1838,862,_,美美哒,,3.0,可以，美美哒
1839,863,_,很滋润,,13.0,老顾客了，一直信赖的品牌，很滋润，值得购买
1840,864,_,太棒了,,0.0,太棒了，效果好
1841,864,_,好,,6.0,太棒了，效果好
1842,865,送货,快,0.0,2.0,送货快，服务好，非常棒
1843,865,服务,好,4.0,6.0,送货快，服务好，非常棒
1844,865,_,非常棒,,8.0,送货快，服务好，非常棒
1845,866,赠品,还可以,7.0,11.0,之前用的他们家赠品小样还可以，买来试试，
1846,867,_,挺好用的,,4.0,隔离还是挺好用的，不厚重，提亮肤色，味道不错，***皮应该不太合适
1847,867,_,不厚重,,9.0,隔离还是挺好用的，不厚重，提亮肤色，味道不错，***皮应该不太合适
1848,867,_,提亮肤色,,13.0,隔离还是挺好用的，不厚重，提亮肤色，味道不错，***皮应该不太合适
1849,867,味道,不错,18.0,20.0,隔离还是挺好用的，不厚重，提亮肤色，味道不错，***皮应该不太合适
1850,868,_,不错,,0.0,不错啊你们的东西很喜欢这个链接转链接转链接转链接
1851,868,_,很喜欢,,8.0,不错啊你们的东西很喜欢这个链接转链接转链接转链接
1852,869,_,还行,,2.0,东西还行，味道淡淡的。试用一段时间先。
1853,869,味道,淡淡的,5.0,7.0,东西还行，味道淡淡的。试用一段时间先。
1854,870,_,不油腻,,0.0,不油腻 这个季节用合适
1855,870,_,合适,,9.0,不油腻 这个季节用合适
1856,871,_,不错,,2.0,宝贝不错，很满意
1857,871,_,很满意,,5.0,宝贝不错，很满意
1858,872,_,挺好的,,2.0,宝贝挺好的，自然白，带点香味！
1859,872,_,自然白,,6.0,宝贝挺好的，自然白，带点香味！
1860,872,香味,_,12.0,,宝贝挺好的，自然白，带点香味！
1861,873,_,是,,2.0,应该是正品吧！一直用这个牌子。网上便宜很多
1862,873,_,正品,,3.0,应该是正品吧！一直用这个牌子。网上便宜很多
1863,873,_,便宜很多,,17.0,应该是正品吧！一直用这个牌子。网上便宜很多
1864,874,_,是正品,,6.0,东西收到了，是正品，很好用，快递很给力
1865,874,_,很好用,,10.0,东西收到了，是正品，很好用，快递很给力
1866,874,快递,很给力,14.0,16.0,东西收到了，是正品，很好用，快递很给力
1867,875,价格,不高,11.0,13.0,购乳液顺便买了这面膜，价格不高，希望功能好。
1868,876,快递,超级快,2.0,4.0,**快递超级快，是正品。
1869,876,_,是正品,,8.0,**快递超级快，是正品。
1870,877,_,很有用,,3.0,老婆说很有用！非常好用！一点也不油腻！棒棒哒
1871,877,_,非常好用,,7.0,老婆说很有用！非常好用！一点也不油腻！棒棒哒
1872,877,_,一点也,,12.0,老婆说很有用！非常好用！一点也不油腻！棒棒哒
1873,877,_,不油腻,,15.0,老婆说很有用！非常好用！一点也不油腻！棒棒哒
1874,877,_,棒棒哒,,19.0,老婆说很有用！非常好用！一点也不油腻！棒棒哒
1875,878,_,棒棒的,,11.0,收到货了，试用了一下，棒棒的
1876,879,活动,_,6.0,,一直关注的，活动期间买的，颜色很自然，一个两个替换装喜欢
1877,879,颜色,很自然,13.0,15.0,一直关注的，活动期间买的，颜色很自然，一个两个替换装喜欢
1878,879,_,喜欢,,26.0,一直关注的，活动期间买的，颜色很自然，一个两个替换装喜欢
1879,880,_,方便,,3.0,用起来方便，上妆很快，很轻薄，总体感觉还可以
1880,880,上妆,很快,6.0,8.0,用起来方便，上妆很快，很轻薄，总体感觉还可以
1881,880,_,很轻薄,,11.0,用起来方便，上妆很快，很轻薄，总体感觉还可以
1882,880,_,还可以,,19.0,用起来方便，上妆很快，很轻薄，总体感觉还可以
1883,881,味道,太刺鼻,3.0,5.0,一打开味道太刺鼻了，塑料味太浓了！不敢用了！
1884,881,塑料味,太浓,10.0,13.0,一打开味道太刺鼻了，塑料味太浓了！不敢用了！
1885,882,_,很不错,,2.0,面膜很不错，补水挺好的，价格也很实惠，还送了三敷眼贴，很好用
1886,882,补水,挺好的,6.0,8.0,面膜很不错，补水挺好的，价格也很实惠，还送了三敷眼贴，很好用
1887,882,价格,很实惠,12.0,15.0,面膜很不错，补水挺好的，价格也很实惠，还送了三敷眼贴，很好用
1888,882,_,很好用,,27.0,面膜很不错，补水挺好的，价格也很实惠，还送了三敷眼贴，很好用
1889,883,_,特别快,,15.0,晚上买的，第二天中午就收到了，特别快，很满意。
1890,883,_,很满意,,19.0,晚上买的，第二天中午就收到了，特别快，很满意。
1891,884,遮瑕效果,超级好,0.0,4.0,遮瑕效果超级好，很亮，很白，很喜欢是我想要的
1892,884,_,很亮,,8.0,遮瑕效果超级好，很亮，很白，很喜欢是我想要的
1893,884,_,很白,,11.0,遮瑕效果超级好，很亮，很白，很喜欢是我想要的
1894,884,_,很喜欢,,14.0,遮瑕效果超级好，很亮，很白，很喜欢是我想要的
1895,885,物流,很快,0.0,2.0,物流很快啊，商品质量也很好，值得购买！
1896,885,_,很好,,11.0,物流很快啊，商品质量也很好，值得购买！
1897,886,_,棒棒,,9.0,润玉仙推荐的，当然棒棒
1898,887,物流,超快,6.0,8.0,**就是棒，物流超快。价格相当实惠，没想到有那么大瓶。用的很好。干净。
1899,887,价格,相当实惠,11.0,13.0,**就是棒，物流超快。价格相当实惠，没想到有那么大瓶。用的很好。干净。
1900,887,_,很好,,29.0,**就是棒，物流超快。价格相当实惠，没想到有那么大瓶。用的很好。干净。
1901,887,_,干净,,32.0,**就是棒，物流超快。价格相当实惠，没想到有那么大瓶。用的很好。干净。
1902,888,_,不错,,23.0,女神节给媳妇买的，一直信任**，**也是非常的不错，东西非常好！下次继续！
1903,888,_,非常好,,28.0,女神节给媳妇买的，一直信任**，**也是非常的不错，东西非常好！下次继续！
1904,889,_,还可以,,2.0,感觉还可以，送的东西也多，味道清香。
1905,889,味道,清香,13.0,15.0,感觉还可以，送的东西也多，味道清香。
1906,890,_,很不错,,2.0,东西很不错 物有所值用几天再来追评
1907,890,_,物有所值,,6.0,东西很不错 物有所值用几天再来追评
1908,891,保湿效果,还不错,0.0,4.0,保湿效果还不错～～～～
1909,892,补水,还行,0.0,2.0,补水还行。很便宜啊主要是。。。。
1910,892,_,很便宜,,5.0,补水还行。很便宜啊主要是。。。。
1911,893,_,挺好的,,12.0,老婆试用了一下，感觉效果挺好的，还送了赠品，非常满意，下次还会光顾的
1912,893,赠品,_,19.0,,老婆试用了一下，感觉效果挺好的，还送了赠品，非常满意，下次还会光顾的
1913,893,_,非常满意,,22.0,老婆试用了一下，感觉效果挺好的，还送了赠品，非常满意，下次还会光顾的
1914,894,美白效果,不是太明显,0.0,4.0,美白效果不是太明显，不过价格挺实惠的，用着感觉也挺好，每天一片也不会觉得浪费，挺好的，棒棒哒
1915,894,价格,挺实惠的,12.0,14.0,美白效果不是太明显，不过价格挺实惠的，用着感觉也挺好，每天一片也不会觉得浪费，挺好的，棒棒哒
1916,894,_,挺好,,24.0,美白效果不是太明显，不过价格挺实惠的，用着感觉也挺好，每天一片也不会觉得浪费，挺好的，棒棒哒
1917,894,_,挺好的,,39.0,美白效果不是太明显，不过价格挺实惠的，用着感觉也挺好，每天一片也不会觉得浪费，挺好的，棒棒哒
1918,894,_,棒棒哒,,43.0,美白效果不是太明显，不过价格挺实惠的，用着感觉也挺好，每天一片也不会觉得浪费，挺好的，棒棒哒
1919,895,_,不错,,2.0,应该不错吧
1920,896,_,刺痛,,21.0,跟我以前在实体店买的不一样，这个用着感觉脸刺痛，假的
1921,896,_,假的,,24.0,跟我以前在实体店买的不一样，这个用着感觉脸刺痛，假的
1922,897,_,好评,,0.0,好评，质量不错信赖**！！！
1923,897,_,不错,,5.0,好评，质量不错信赖**！！！
1924,898,清洁效果,很好,0.0,4.0,清洁效果很好，方便快捷
1925,898,_,方便,,7.0,清洁效果很好，方便快捷
1926,898,_,快捷,,9.0,清洁效果很好，方便快捷
1927,899,_,不会差,,6.0,还没用，应该不会差
1928,900,_,真心好用,,7.0,每次都买这款，真心好用，保湿效果好，很贴肤，很细腻，，，质量绝对，客服态度也好
1929,900,保湿效果,好,12.0,16.0,每次都买这款，真心好用，保湿效果好，很贴肤，很细腻，，，质量绝对，客服态度也好
1930,900,_,很贴肤,,18.0,每次都买这款，真心好用，保湿效果好，很贴肤，很细腻，，，质量绝对，客服态度也好
1931,900,_,很细腻,,22.0,每次都买这款，真心好用，保湿效果好，很贴肤，很细腻，，，质量绝对，客服态度也好
1932,900,客服态度,_,33.0,,每次都买这款，真心好用，保湿效果好，很贴肤，很细腻，，，质量绝对，客服态度也好
1933,901,_,不错,,9.0,隔离霜用了一次感觉不错，隔离防晒都能代替了，如果用的好还会再买的
1934,902,赠品,_,0.0,,赠品加面膜，都是补水的。收到了一大箱，能用很久了，用过再来追评。
1935,902,补,_,8.0,,赠品加面膜，都是补水的。收到了一大箱，能用很久了，用过再来追评。
1936,903,_,可以,,0.0,可以可以可以可以，平时不化妆的，也不知道具体卸的干不干净，感觉还好
1937,903,_,干不干净,,24.0,可以可以可以可以，平时不化妆的，也不知道具体卸的干不干净，感觉还好
1938,903,_,还好,,31.0,可以可以可以可以，平时不化妆的，也不知道具体卸的干不干净，感觉还好
1939,904,_,不错,,2.0,质量不错，和实体店的一样的
1940,905,_,挺小的,,2.0,瓶子挺小的，和想象的不一样，呵呵?。总得还好吧
1941,905,_,还好,,20.0,瓶子挺小的，和想象的不一样，呵呵?。总得还好吧
1942,906,_,自然,,0.0,自然，不卡粉，很接近肤色，满意
1943,906,_,不卡粉,,3.0,自然，不卡粉，很接近肤色，满意
1944,906,_,很接近肤色,,7.0,自然，不卡粉，很接近肤色，满意
1945,906,_,满意,,13.0,自然，不卡粉，很接近肤色，满意
1946,907,_,很好,,2.0,东西很好，**服务，送货速度快。
1947,907,送货速度,快,10.0,14.0,东西很好，**服务，送货速度快。
1948,908,_,不错,,7.0,一直都用***不错，特价时多买了一些
1949,909,_,挺好用的,,0.0,挺好用的，现在刚开始没有什么效果。
1950,910,_,太不好了,,2.0,效果太不好了
1951,911,_,不错,,11.0,囤货备用，大品牌，应该不错的
1952,912,_,好用,,3.0,妈妈说好用
1953,913,_,真的好用,,2.0,隔离真的好用
1954,914,_,挺好用的,,6.0,面膜收到了，挺好用的，表妹推荐给我的，用完再回购
1955,915,_,还好,,0.0,还好还好，和实体店差不多
1956,916,持久情况,还可以,8.0,13.0,个人情况：干皮 持久情况：还可以，有点黏
1957,916,_,有点黏,,17.0,个人情况：干皮 持久情况：还可以，有点黏
1958,917,清洁效果,好,5.0,9.0,清洁能力：清洁效果好，配套使用更加好
1959,918,香味,淡淡的,3.0,0.0,淡淡的香味，保湿效果挺好，容易吸收，适合夏天用
1960,918,保湿效果,挺好,6.0,10.0,淡淡的香味，保湿效果挺好，容易吸收，适合夏天用
1961,918,_,容易吸收,,13.0,淡淡的香味，保湿效果挺好，容易吸收，适合夏天用
1962,919,_,挺细腻的,,9.0,第一次购买，试用后挺细腻的能够很好的提亮肤色。以后就用这家的，隔离霜了。
1963,919,_,提亮肤色,,18.0,第一次购买，试用后挺细腻的能够很好的提亮肤色。以后就用这家的，隔离霜了。
1964,920,_,还行,,24.0,不知道这是第多少次买这个了，一直用，没有换过1。还行吧。
1965,921,_,不错,,0.0,不错，第一次买这隔离霜，�上好自然
1966,921,_,好自然,,13.0,不错，第一次买这隔离霜，�上好自然
1967,922,_,很好用,,0.0,很好用，清透湿润，提亮肤色！
1968,922,_,清透,,4.0,很好用，清透湿润，提亮肤色！
1969,922,_,湿润,,6.0,很好用，清透湿润，提亮肤色！
1970,922,_,提亮肤色,,9.0,很好用，清透湿润，提亮肤色！
1971,923,_,很好,,0.0,很好物美价廉很好物美价廉很好物美价廉很好
1972,923,_,物美价廉,,2.0,很好物美价廉很好物美价廉很好物美价廉很好
1973,924,快递大哥,人很好,19.0,23.0,帮朋友代拍的哦，产品好不好不知道，不过快递大哥人很好哦，朋友再三嘱咐给快递大哥个好评哈哈
1974,924,_,好评,,40.0,帮朋友代拍的哦，产品好不好不知道，不过快递大哥人很好哦，朋友再三嘱咐给快递大哥个好评哈哈
1975,925,_,不错,,2.0,效果不错！就是有点稠，用彩妆蛋效果比较好！
1976,925,_,有点稠,,7.0,效果不错！就是有点稠，用彩妆蛋效果比较好！
1977,926,_,很不错,,0.0,很不错，用的护肤品都是***的，面膜精华多
1978,926,精华,多,18.0,20.0,很不错，用的护肤品都是***的，面膜精华多
1979,927,快递速度,很快,0.0,4.0,快递速度很快，服务态度很好。
1980,927,服务态度,很好,7.0,11.0,快递速度很快，服务态度很好。
1981,928,包装盒,_,0.0,,包装盒都没一个，太简陋了点，面膜看起来也很旧，感觉被骗了！找客服也没人答复，服务太差了！
1982,928,_,太简陋了,,8.0,包装盒都没一个，太简陋了点，面膜看起来也很旧，感觉被骗了！找客服也没人答复，服务太差了！
1983,928,_,很旧,,20.0,包装盒都没一个，太简陋了点，面膜看起来也很旧，感觉被骗了！找客服也没人答复，服务太差了！
1984,928,_,被骗了,,25.0,包装盒都没一个，太简陋了点，面膜看起来也很旧，感觉被骗了！找客服也没人答复，服务太差了！
1985,928,服务,太差了,38.0,40.0,包装盒都没一个，太简陋了点，面膜看起来也很旧，感觉被骗了！找客服也没人答复，服务太差了！
1986,929,_,还行,,0.0,还行，贴了个纸，soso，还好吧，就这样真好吧，撕了纸
1987,929,_,还好,,13.0,还行，贴了个纸，soso，还好吧，就这样真好吧，撕了纸
1988,930,_,超级划算,,0.0,超级划算，那么多，还花不到一百块钱，还在继续用中，用了会好评的。
1989,931,_,不错,,12.0,收的 已经用了一些，感觉不错 用完继续
1990,932,_,都说好,,18.0,收到了，买了好多，和姐妹们一起买的，都说好
1991,933,_,太假了,,0.0,太假了会掉粉还起皮，擦了跟没有擦一样的，失望
1992,933,_,会掉粉,,3.0,太假了会掉粉还起皮，擦了跟没有擦一样的，失望
1993,933,_,起皮,,7.0,太假了会掉粉还起皮，擦了跟没有擦一样的，失望
1994,933,_,失望,,20.0,太假了会掉粉还起皮，擦了跟没有擦一样的，失望
1995,934,_,真心不错,,12.0,一直在用***的护肤品，真心不错，还送了�妆水和化妆蛋
1996,935,_,很好,,7.0,给女朋友买的，很好，很喜欢，希望效果也好?
1997,935,_,很喜欢,,10.0,给女朋友买的，很好，很喜欢，希望效果也好?
1998,936,_,很好看,,7.0,衣服收到了穿上很好看，质量也很好值这个价，会回购
1999,936,_,很好,,14.0,衣服收到了穿上很好看，质量也很好值这个价，会回购
2000,937,_,还不错,,8.0,还没开始用，看着还不错，用了后再来追评吧
2001,938,_,很显白,,2.0,还是很显白的，效果挺好，喜欢的小伙伴们赶紧下手吧
2002,938,_,挺好,,9.0,还是很显白的，效果挺好，喜欢的小伙伴们赶紧下手吧
2003,939,_,不错,,5.0,一直在用，不错
2004,940,_,还可以,,2.0,用起还可以，不过敏，实物与图片相符
2005,940,_,不过敏,,6.0,用起还可以，不过敏，实物与图片相符
2006,941,_,很好用,,0.0,很好用，买了很多，补水很好用，便宜优惠
2007,941,补,_,9.0,,很好用，买了很多，补水很好用，便宜优惠
2008,941,_,便宜优惠,,15.0,很好用，买了很多，补水很好用，便宜优惠
2009,942,_,还可以,,12.0,一直用这个牌子，使用效果还可以。
2010,943,_,是正品,,0.0,是正品，活动划算，囤货的，一如既往
2011,943,活动,划算,4.0,6.0,是正品，活动划算，囤货的，一如既往
2012,944,_,挺不错的,,0.0,挺不错的。很轻薄。
2013,944,_,很轻薄,,5.0,挺不错的。很轻薄。
2014,945,美白,没有感觉到,21.0,15.0,个人情况：我是脸比较白的那种，没有感觉到有美白 吸收情况：吸收挺好的 整体描述：淡斑效果没感觉到，已经第三瓶了。 滋润及保湿：保湿还是可以
2015,945,吸收,挺好的,29.0,31.0,个人情况：我是脸比较白的那种，没有感觉到有美白 吸收情况：吸收挺好的 整体描述：淡斑效果没感觉到，已经第三瓶了。 滋润及保湿：保湿还是可以
2016,945,淡斑效果,没感觉到,40.0,44.0,个人情况：我是脸比较白的那种，没有感觉到有美白 吸收情况：吸收挺好的 整体描述：淡斑效果没感觉到，已经第三瓶了。 滋润及保湿：保湿还是可以
2017,945,保湿,可以,63.0,67.0,个人情况：我是脸比较白的那种，没有感觉到有美白 吸收情况：吸收挺好的 整体描述：淡斑效果没感觉到，已经第三瓶了。 滋润及保湿：保湿还是可以
2018,946,_,不错,,5.0,一直用感觉不错所以买霜试试
2019,947,_,很舒服,,11.0,迫不及待的试用了一下，很舒服，润润的棒棒哒！
2020,947,_,润润的,,15.0,迫不及待的试用了一下，很舒服，润润的棒棒哒！
2021,947,_,棒棒哒,,18.0,迫不及待的试用了一下，很舒服，润润的棒棒哒！
2022,948,_,不错,,4.0,面膜用着不错，大牌子值得信赖，
2023,949,_,滑滑的,,3.0,洗过脸滑滑的
2024,950,_,是正品,,0.0,是正品，之前买的垃圾奥洛菲用上脸干的要死，涂上修颜霜都卡粉，用这个超级滋润，拍上修颜霜很服帖。
2025,950,_,卡,,27.0,是正品，之前买的垃圾奥洛菲用上脸干的要死，涂上修颜霜都卡粉，用这个超级滋润，拍上修颜霜很服帖。
2026,950,_,超级滋润,,33.0,是正品，之前买的垃圾奥洛菲用上脸干的要死，涂上修颜霜都卡粉，用这个超级滋润，拍上修颜霜很服帖。
2027,950,_,很服帖,,43.0,是正品，之前买的垃圾奥洛菲用上脸干的要死，涂上修颜霜都卡粉，用这个超级滋润，拍上修颜霜很服帖。
2028,951,味道,清新,5.0,7.0,使用了下，味道清新，还不错，也不油腻，会再来！
2029,951,_,还不错,,10.0,使用了下，味道清新，还不错，也不油腻，会再来！
2030,951,_,不油腻,,15.0,使用了下，味道清新，还不错，也不油腻，会再来！
2031,952,_,是不是真品,,7.0,还没用，不知道是不是真品1，用后追评！
2032,953,送货,快,4.0,6.0,**产品送货快，产品质量有保证
2033,954,_,还不错,,0.0,还不错，美容液比较丰富，滑滑的，面膜纸尺寸大小合适，非常服帖脸型，价格也不贵。
2034,954,美容液,比较丰富,4.0,7.0,还不错，美容液比较丰富，滑滑的，面膜纸尺寸大小合适，非常服帖脸型，价格也不贵。
2035,954,_,滑滑的,,12.0,还不错，美容液比较丰富，滑滑的，面膜纸尺寸大小合适，非常服帖脸型，价格也不贵。
