id,Reviews
757,味道有点点膳？听湿润，我买的自然色感觉有点白，送两个替换芯，挺好
758,好好用 也很划算 用完再来买
759,价格实惠，物流快
760,发货速度挺快的 价格便宜
761,购买方便，送货快！
762,东西收到，物流快，
763,挺不错的！挺好用 一直用这个洗面奶
764,非常满意 客服小海绵的服务也很好 很耐心
765,俩口觉得很好的，***
766,物有所值，东西很不错，
767,面膜不错，**让我等了7八天
768,不错，喜欢
769,昨天晚上看到的这款面膜，随机就买了，不知道好不好用。但物流特别快。好评
770,婆婆很喜欢，买了一大堆
771,用了一下，还可以吧
772,这款面膜补水不错，化妆品我用的也是这款，支持?
773,包装精美，天猫直送很给力，感谢丫头
774,还没用，应该是正品，
775,同品牌用过其它的很好 这个第一次买  希望不会失望 物流服务又好又快
776,收到宝贝晚上就用一贴，面膜滋润，精华特别多，我是敏感肌肤还不知道会不会过敏，快递小哥态度很好
777,东西很好用，已经用过一段时间了，很满意
778,适用了一下，还不错。
779,真的好，值得拥有值得信赖
780,物流给力，效果比想像的要好
781,东西还不错。超出预期。很满意。两片，也划算。推荐购买
782,用了才来评论，水水的很舒服，春天最适合补水，搞活动超划算。
783,挺好用的不油很清爽，还送了小礼品面膜也很好用哦。
784,很可爱，我很喜欢。期待效果哦
785,真的不错、下次还来光顾
786,扫描了是正品，一直用***产品，大家放心使用
787,物流很快，东西质量不错，很喜欢
788,帮同事购买的，说超级好用。很不错的一款哟
789,非常好的一款产品！使用没毛病，效果好，包装精美，送人自用都可以！！！推荐大家购买啊！！真的很好！！！
790,特别好用。一直用的这个品牌，效果不错。
791,第一次购买该商品，很满意
792,明明买的时候还有赠品的，结果到手的时候却没有？怎么回事？
793,东西收到几天了，用得也很好噢，所以今天来评价一下
794,一如既往地好用！买了好多套了！送了好多小样！礼品！面膜！超喜欢
795,**购物～～～方便～～～快～～～
796,用过才来评价的，自然色擦到脸上感觉颜色有点暗，别的还好
797,宝贝收到了，扫码是正品，非常喜欢，谢谢商家！
798,用着一般，当时发的时候还少给一个替换装，后来补过来了
799,面膜非常滋润，有一定的保湿补水的功效，使用了皮肤变的好一些了哪。
800,还不错??
801,不错刚用两天
802,用着没过敏、继续看看
803,物流还不错，小哥服务态度好
804,还可以 用了不灵不灵的
805,还好吧  没有网上说的那么好
806,质量很不错，很好用，希望大家，。。。。。。
807,包装很好，看着很喜欢
808,洗面奶不错，洗完脸不紧绷，泡沫细腻
809,小姑很喜欢用，第二次在**帮她买了，有活动就更好了
810,严重怀疑产品质量，每次用完都是满脸浮粉，平时买东西能凑合的就都给好评，这次真的太失败了，再也不会买了
811,挺温和的，不刺激，还很香
812,***我怀孕的时候都用过，补水很好，很赞。
813,面膜用了再来评价的，感觉蛮不错的，还会回购的
814,收到了，物流很快，面膜还没用，用后评论
815,物流速度有点慢，第二天没有到达。
816,面膜不错，薄，服帖，比**还好。
817,赠品非常不错，很好用，感谢**
818,货收到，很不错，己经用习惯了，从来不买别的牌子的，已经是N次购买了！
819,用后感觉不错
820,好用，一直在用，母亲节买给婆婆的礼物，她很喜欢。好用不贵的东西，快来买吧！
821,这个真的还不错 回购了几次了
822,东西还可以！！！
823,已经买了好多好多次了，挺好用的。物流超快的。
824,好评，真的很贴脸，偏黄的肤色，用这个颜色不会很夸张
825,收到就打开用了，不错哦，还挺好的，一如既往的爱在**上买东西，都是正品，放心，好评好评好评
826,第二次购买啦！妈妈说很好用。
827,里面总共三个，不够细腻，一片一片的，打脸上浮粉，
828,面膜蛮轻薄的，也很服帖，透气性比较好，才刚用，还没看出效果，水分还可以，总体满意，大品牌让人放心！
829,哈哈最喜欢这个面膜了回购了
830,效果一点不好。洗不净。洗了脸上会比较油。不知道那么多好评哪里来的。欺骗消费者
831,很不错的面膜，很喜欢，**优惠活动很给力，客服态度也很好
832,这次趁活动买了两盒，以前是用袋子装的，这次的是盒子，看起来上档次了不少
833,一直用***这个系列的，做活动的时候下手的，物美价廉
834,可以的一直都是用***
835,感觉还好吧，第1次用这个牌子。性价比很高。
836,刚收到就用了下，很水润
837,之前买过一次用的挺好的，这次又囤了2瓶，隔离霜很轻薄，质量很好的。
838,面膜还行吧，还没怎么用呢，用了再说吧
839,给妈妈买的，好看方便使用，干净
840,已经开始用了，效果很棒，很自然，不加白，值得推荐
841,买了霜，洗面奶，气垫，便宜又好用。而且物流也快。
842,看着还不错，刚刚收到，效果要等到用了才知道
843,还可以，第一次使用，没什么过敏，比较服帖
844,东西一般吧，没有，感觉特别的什么不同
845,用起来挺好，效果挺好，特别白的自然。。。。
846,水乳我一直在用，很好，非常满意
847,不错，原装盒里就有一个替换装了，加上赠送的一共两个呢！谢谢快递小哥！
848,试用了一下，很自然，期待效果
849,哇嘿！我早上付的款，下午就到了，速度快！
850,看着包装和实体店的一样，还没用！等用了在来评价！
851,怎么只有一个替换装，而且不是很好用，已经拆了不能退了
852,好用，和实体店里的一样??
853,买给母上大人的，妈妈挺喜欢这个牌子的，说用着好！
854,赞，老用户了，一如既往，啥也就不说了
855,好评，物流也出乎意外的快，赞。
856,之前一直用这款隔离，保湿不干，经济实惠
857,很实惠，看丫头直播买点
858,挺好的，买了好久了才记得来评价，价格实惠
859,很好，N次购买了
860,超好用很水润，粉了粉了，以后多多续费，耶
861,第一次买这个牌子的面膜，希望好用吧！赶上买一送一的活动，划算，好用的话，用完还来！
862,可以，美美哒
863,老顾客了，一直信赖的品牌，很滋润，值得购买
864,太棒了，效果好
865,送货快，服务好，非常棒
866,之前用的他们家赠品小样还可以，买来试试，
867,隔离还是挺好用的，不厚重，提亮肤色，味道不错，***皮应该不太合适
868,不错啊你们的东西很喜欢这个链接转链接转链接转链接
869,东西还行，味道淡淡的。试用一段时间先。
870,不油腻 这个季节用合适
871,宝贝不错，很满意
872,宝贝挺好的，自然白，带点香味！
873,应该是正品吧！一直用这个牌子。网上便宜很多
874,东西收到了，是正品，很好用，快递很给力
875,购乳液顺便买了这面膜，价格不高，希望功能好。
876,**快递超级快，是正品。
877,老婆说很有用！非常好用！一点也不油腻！棒棒哒
878,收到货了，试用了一下，棒棒的
879,一直关注的，活动期间买的，颜色很自然，一个两个替换装喜欢
880,用起来方便，上妆很快，很轻薄，总体感觉还可以
881,一打开味道太刺鼻了，塑料味太浓了！不敢用了！
882,面膜很不错，补水挺好的，价格也很实惠，还送了三敷眼贴，很好用
883,晚上买的，第二天中午就收到了，特别快，很满意。
884,遮瑕效果超级好，很亮，很白，很喜欢是我想要的
885,物流很快啊，商品质量也很好，值得购买！
886,润玉仙推荐的，当然棒棒
887,**就是棒，物流超快。价格相当实惠，没想到有那么大瓶。用的很好。干净。
888,女神节给媳妇买的，一直信任**，**也是非常的不错，东西非常好！下次继续！
889,感觉还可以，送的东西也多，味道清香。
890,东西很不错 物有所值用几天再来追评
891,保湿效果还不错～～～～
892,补水还行。很便宜啊主要是。。。。
893,老婆试用了一下，感觉效果挺好的，还送了赠品，非常满意，下次还会光顾的
894,美白效果不是太明显，不过价格挺实惠的，用着感觉也挺好，每天一片也不会觉得浪费，挺好的，棒棒哒
895,应该不错吧
896,跟我以前在实体店买的不一样，这个用着感觉脸刺痛，假的
897,好评，质量不错信赖**！！！
898,清洁效果很好，方便快捷
899,还没用，应该不会差
900,每次都买这款，真心好用，保湿效果好，很贴肤，很细腻，，，质量绝对，客服态度也好
901,隔离霜用了一次感觉不错，隔离防晒都能代替了，如果用的好还会再买的
902,赠品加面膜，都是补水的。收到了一大箱，能用很久了，用过再来追评。
903,可以可以可以可以，平时不化妆的，也不知道具体卸的干不干净，感觉还好
904,质量不错，和实体店的一样的
905,瓶子挺小的，和想象的不一样，呵呵?。总得还好吧
906,自然，不卡粉，很接近肤色，满意
907,东西很好，**服务，送货速度快。
908,一直都用***不错，特价时多买了一些
909,挺好用的，现在刚开始没有什么效果。
910,效果太不好了
911,囤货备用，大品牌，应该不错的
912,妈妈说好用
913,隔离真的好用
914,面膜收到了，挺好用的，表妹推荐给我的，用完再回购
915,还好还好，和实体店差不多
916,个人情况：干皮 持久情况：还可以，有点黏
917,清洁能力：清洁效果好，配套使用更加好
918,淡淡的香味，保湿效果挺好，容易吸收，适合夏天用
919,第一次购买，试用后挺细腻的能够很好的提亮肤色。以后就用这家的，隔离霜了。
920,不知道这是第多少次买这个了，一直用，没有换过1。还行吧。
921,不错，第一次买这隔离霜，�上好自然
922,很好用，清透湿润，提亮肤色！
923,很好物美价廉很好物美价廉很好物美价廉很好
924,帮朋友代拍的哦，产品好不好不知道，不过快递大哥人很好哦，朋友再三嘱咐给快递大哥个好评哈哈
925,效果不错！就是有点稠，用彩妆蛋效果比较好！
926,很不错，用的护肤品都是***的，面膜精华多
927,快递速度很快，服务态度很好。
928,包装盒都没一个，太简陋了点，面膜看起来也很旧，感觉被骗了！找客服也没人答复，服务太差了！
929,还行，贴了个纸，soso，还好吧，就这样真好吧，撕了纸
930,超级划算，那么多，还花不到一百块钱，还在继续用中，用了会好评的。
931,收的 已经用了一些，感觉不错 用完继续
932,收到了，买了好多，和姐妹们一起买的，都说好
933,太假了会掉粉还起皮，擦了跟没有擦一样的，失望
934,一直在用***的护肤品，真心不错，还送了�妆水和化妆蛋
935,给女朋友买的，很好，很喜欢，希望效果也好?
936,衣服收到了穿上很好看，质量也很好值这个价，会回购
937,还没开始用，看着还不错，用了后再来追评吧
938,还是很显白的，效果挺好，喜欢的小伙伴们赶紧下手吧
939,一直在用，不错
940,用起还可以，不过敏，实物与图片相符
941,很好用，买了很多，补水很好用，便宜优惠
942,一直用这个牌子，使用效果还可以。
943,是正品，活动划算，囤货的，一如既往
944,挺不错的。很轻薄。
945,个人情况：我是脸比较白的那种，没有感觉到有美白 吸收情况：吸收挺好的 整体描述：淡斑效果没感觉到，已经第三瓶了。 滋润及保湿：保湿还是可以
946,一直用感觉不错所以买霜试试
947,迫不及待的试用了一下，很舒服，润润的棒棒哒！
948,面膜用着不错，大牌子值得信赖，
949,洗过脸滑滑的
950,是正品，之前买的垃圾奥洛菲用上脸干的要死，涂上修颜霜都卡粉，用这个超级滋润，拍上修颜霜很服帖。
951,使用了下，味道清新，还不错，也不油腻，会再来！
952,还没用，不知道是不是真品1，用后追评！
953,**产品送货快，产品质量有保证
954,还不错，美容液比较丰富，滑滑的，面膜纸尺寸大小合适，非常服帖脸型，价格也不贵。
955,还好吧，物流很给力，快递员态度很好，就是好小一支啊，好评吧
956,超级好用，真的很喜欢，很喜欢这个牌子
957,个人情况：中性批发 整体描述：包装完好，送了一块面膜，用着还行 清洁能力：洗不干净，不推荐使用
958,垃圾东东白浪费运费卷
959,没有多少面膜液，比以前用的差了很多，给五星是为了方便大家看到。不会再来买了
960,挺好的  就是物流有点慢  可能是因为偏吧
961,买一送一价格非常合适，喜欢，用了跟舒服也很符合我的皮肤，还会再来买！！
962,水分多，速度快挺好的
963,跟bb霜一起买的，效果还是挺好的，挺服帖的。
964,收到就迫不及待的打开用了，不错，挺好的
965,面膜非常好用，已经不是一次买了，脸上比较滋润，下次还来买
966,买给妹妹的生日礼物女生都很喜欢会继续支持下去的
967,用了两天了没有什么不舒服的感觉，查了一下是正品，不刺激皮肤，眼睛也不会刺痛
968,非常的不错，脸比较暗一点，擦了以后很自然。
969,很好，味道也很好，用后效果很不错，超级喜欢，下次还会来的
970,宝贝收到了，迫不及待打开包装，味道很好，晚上试试，卖家好有爱，买一份送一份哦，还会继续购买的哦！
971,已经在使用了，很满意，服贴不卡粉，很好。与哈利勒同学普通葡萄牙语哦什么加油站我说
972,不错！挺好的
973,赠品很好，补水美白，好好好
974,还行吧 对我来说有点干 不知道为什么其他都还行的
975,买33片送20片，好大一包，试用了一下挺好用的，下次再来
976,买了好多**特别给力给快递五分
977,老品牌啦 效果比以前更好了
978,蛮好的，划算
979,面膜用了好久才来评价，很好用敷过之后水水润润的，又实惠，是一款很不错的面膜
980,不油腻，好用
981,收到了  面膜效果非常不错**发货也非常给力  赞一下
982,还不错，挺好用的是正品
983,买的自然色，还是有点白。不过挺保湿，对得起这个价位，**老客户！
984,个人面膜还是不错的吧，第一次用哦。
985,听朋友介绍的说很好用就买来试试，价格也合适
986,很不错的，看着包装比较好，很喜欢，只是还没有试用，防晒的看起来有点小
987,回购的面膜，效果不错，还很便宜呢
988,超级喜欢，微微一点白，薄薄的很舒服，以后还会购买
989,商品是正品哦，质量棒棒哒，**的服务跟物流一样棒哦
990,很好，朋友喜欢。**可以是保险的推荐，选择**！
991,水水的，很舒服，很清爽
992,非常好 很喜欢 细腻不油腻 很好用
993,终于没忍住，买了，味道很好闻，上妆效果很好，值得推荐，如果配点小赠品就更好了，！
994,一直都用，非常棒，经济实惠，非常棒赠品好多包装挺好
995,贵呀
996,还没用，看着不错，好评哦
997,我还是更喜欢用另一款洗面奶，这款还好
998,是假的，拿去检测了
999,面膜第一次用感觉没有多大效果，，继续使用看看，，稍后再来评论，
1000,用了好久才来追评，忘记了，非常满意，很喜欢，态度好，物流也特别快给满分
1001,面膜试用了，效果很好，是正品，和实体店一样
1002,滋润及保湿：�保思个啦
1003,首先不得不说99元买还有两个替换装很划算，其次今天试用了，味道很好闻，很自然。
1004,看起来不错还有赠品，希望是正品就好
1005,看着还可以 还没有用
1006,很服帖，精华液也多，用完皮肤滑滑的嫩嫩的
1007,还不错，包装完整，挺清爽的
1008,非常喜欢，物超所值。超赞，物流还常快，商家服务好。?
1009,以前一直用的是***的，这次换成了***的，这款比***的粘稠些，也挺好用的，也很好推开，好评。
1010,清洁能力：泡沫适中，非常舒适，对黑头有一定的清洁作用
1011,不错的哦，第一次买，感觉还好，服务态度很好！
1012,发货速度非常快，正品，还会继续回购，给五星好评
1013,20片装，包装不是普通的塑料袋，像是那种开菲尔奶的那个包装，特别好撕，补水效果不错！
1014,东西收到了，包装也很细心，具体如何还没试，所以也不知道
1015,快递挺给力，还没用的，以后再用一下
1016,非常好用，喜欢
1017,挺好用的，颜色比较均匀，用完还会回购
1018,满意满意十分好评，感觉洗得挺舒服的&hellip
1019,第一次用这个洗面奶，感觉还可以，等用段时间，在来追评
1020,遮暇效果很好，美白效果也不错，就是味道有点太香，如果没有香味就更好了！
1021,一直在用的，效果不错。我是敏感肌，不能用含有香精，酒精成分的化妆品，这款面膜用了不刺激，刚刚好
1022,很好用很服帖，比我想象中的效果要好很多
1023,包装很好，一点都没有破损，物流很快，昨天买的，今天就到了，还会回购
1024,感觉挺好用的，洗完后不紧绷
1025,已经使用过了，不错
1026,一直用***，好用
1027,??***人鱼公主面膜贴33片装（水养面膜20pc+雪润面膜13片）女海藻补水保湿提亮清洁收缩毛孔
1028,这款面膜我用了好多年了，用的一直挺好的，挺喜欢的大家放心购买。
1029,当日达，到了就打开用了，物有所值吧
1030,物流很快啊我都用上了
1031,东西不错，大小也合适。补水效果不错呦。
1032,用着觉得一般化，气垫扑太厚了。
1033,有一点淡淡的香味，很好用保湿效果不错
1034,面膜好用补水，
1035,用了两次，感觉还不错，挺通透的
1036,***值得信赖，**值得信赖，满意
1037,帮妈妈买的，妈妈觉得很喜欢
1038,用着挺好的，第二次购买想要的可以放心，
1039,一直用的这个，很满意哦！！！！
1040,宝贝收到了，**物流非常快，包装很好，希望使用效果也好
1041,还没用，感觉还不错吧，之前没有用过，这次做活动几天买了两包试试
1042,囤货中，还没用，补水应该是没什么问题，毕竟这么便宜，要求也不能太多
1043,喜欢，信赖**，好评
1044,非常满意，物美价廉，一直在用这款产品，非常好用
1045,刚收到，包装很喜欢?，，，，，还没有用，不知道好不好用
1046,很多精华液，面膜纸是薄透的，期待效果
1047,洗面奶跟之前买的是一样的，还不错
1048,皮肤有点敏感用起来还是比较温和的
1049,一直信赖**，还不错，希望价格多多促销，多多优惠
1050,这次买的是最好用的一次！还会再次购买！
1051,挺好用的，以前皮肤很容易过敏，用了好多种都过敏，用了这套后就慢慢不过敏了，用完继续
1052,持妆和控油效果都不错，遮暇一般般
1053,上午下单下午到，就喜欢在**上购物不用等，宝贝不错下次还会光顾
1054,双12活动买的，还没开始用不知道怎么样，总之喜欢在**购买东西，快
1055,物流快，一直用的***
1056,看评论说挺好的，买了两瓶。看着不错，还没用。过一阵用完之后再来评价！
1057,老卖家了，非常不错，值得购买，下次再来???好好好好好好好好好
1058,快递很速度
1059,一般般吧，要弄很多才有泡泡，没之前买的***好用
1060,很好，很喜欢。建议购买。我还分了一盒给我妈，我觉得卸妆也挺好的，还有泡沫很多哦
1061,很好用的，平时用的少，偶尔用用不错。
1062,东西还没拆开，不过店家还送了两个替换芯，挺划算的，好评
1063,东西看着还不错，用完再来评论吧
1064,在手上试了一下，不油腻，很自然，味道很好闻，不知出汗后怎样，用的好后会追评，物流很快，满意！
1065,味道不是很喜欢，感觉怪怪的
1066,物流配送非常快，第二天就到了。买的是自然色还有香味，老婆很喜欢
1067,一直相信***，双12价格确实划算又有赠品
1068,一直用***产品，挺好不错，刚拍的时候说正在补货，不过到的也挺快
1069,货己收到，物流很快，还没用，暂不作评价。
1070,用**一年多了，物流快，还有满减，很划算，多次购买了我，回头客。
1071,大品牌，好面膜，~格，高送货，必须五星好评啊
1072,宝贝已收到，质量很好，是正品，和卖家描述的一致，物流也很快
1073,非常好 跟之前店里买的一样
1074,很划算买一送一，看包装不错，一直都信任****的东西，很满意**的东西，也信任****的店
1075,很小，不大好
1076,很不错。不是特别显白，很自然的一款。大家可以放心购买。快递也超快。
1077,干巴巴的一点都不水润，面贴很硬也不好使！下次还是买水密码的
1078,乳液可以，就是物流运输时把瓶盖给弄碎了
1079,宝贝收到了，小海狮和汐漫态度非常好哦
1080,很好用的宝贝 用起来很舒服 一直用这个牌子的
1081,刚刚收到货，七号下单八号已收货，**物流超快服务到家，听朋友说增品不少，可我目前没收到
1082,相信**，能买的都在**买，五星好评！继续支持！
1083,物流超级给力，质量很好，价格也合适
1084,洗完好干燥。
1085,很好用的面膜，敷完脸很舒服很水润
1086,整体用的不错，比实体店便宜好多，划算
1087,好好好好好
1088,还不错，遮瑕提亮效果不错，就是稍有点干，皮肤不好的时候会起皮。
1089,快递，很快，没用过，帮别人买的
1090,感觉很不错的样子
1091,东西太一般了没有说的那么好并且还干，干死了。去哪里找湿润
1092,快递速度很快，还没用，包装看起来不错
1093,好用，朋友推荐的，增白遮瑕，摸了隔离就可以出门，适合我这种懒人
1094,申通快递走了一周多&hellip
1095,很干净 方便 赠送的也很好用 很大一瓶 化妆棉很大一包
1096,用了一段时间，还不错，挺好用的
1097,不贴很容易掉粉，浮粉
1098,面膜收到了一直用***化妆品和面膜挺好用
1099,收到后第一时间使用了一下，感觉还可以，以后再追评
1100,东西还不错！速度很快！买来送人的希望能有礼品袋
1101,好没用
1102,可以啊，提好用的哈！！！
1103,持久情况：不怎么挫泥，还好，防晒效果一般，物流多块的。
1104,买过多次了，这次的盖子松的，其余都还行
1105,第一次使用***系列的面膜，营养液很充足，敷玩脸还可以贴贴脖子，
1106,还行，精华多 护肤一套用 今年入的***水 乳 面霜面膜 期待用完效果
1107,效果不错，喜欢的可以购买
1108,刚刚收到货，闻着味不错，晚上试试效果
1109,用了乳液感觉还可以
1110,物流很快，经常用这款面膜，效果比较好。
1111,第二次买了，非常好用。
1112,一直在用这个品牌，挺好用的
1113,该商品打开每片水份几乎没有了，很干，贴在脸上没有水份，水全流袋子里了
1114,太差了，，粉浮着，而且量特别少，
1115,还可以，量多～～～能用好久～～～
1116,面膜非常好用，非常好用，非常好用，非常好用
1117,很喜欢，我肤色有点暗黄，还怕会假白呢，结果颜色正好。做活动的时候买的，还挺划算的。
1118,一直都在用！好好的！
1119,还可以，挺服帖的，味道也好闻，还会回购的
1120,两瓶大的还送了两瓶小样试用。非常的实惠，拿着一箱都非常的沉，能用很久了性价比真高
1121,第一次购买，味道很好闻，不知效果怎么样送货很快，**给力，谢谢期待效果
1122,刚刚用了一片，挺薄也贴肤，用了没有过敏，脸也不痒，总之还可以，用一段时间再来追求评。
1123,刚刚拆开，还没有有用，整体感觉还不错，待用过后在追评！
1124,挺不错的，特意用过之后才来评价，一直用***护肤，实力圈粉！
1125,不干不紧绷 非常好 物流也快
1126,小小一瓶，一直想找这种有均匀肤色的隔离，霜状的很好推开，效果不错。
1127,东西收到了有点失望，日期不是新的很近至于产品就不知道怎样了
1128,宝贝到家了，第一次买这款隔离，看包装挺好的，用好了下次再买
1129,买了两套送了一套赠品??，不过产品很好用，也无所谓了，还会继续支持
1130,为了***，***指哪我们买哪！！！！不过***的面膜也是很不错的啦，特别水润的哦～
1131,暂时还没用，，以前的还没用完，试了一下感觉还行，有送一个小样乳液，味道淡淡的
1132,总觉得太香了
1133,一直在用这个牌子的隔离，很好，粉质细腻。比较好推开。好评
1134,朋友介绍买的，很好用，家里的东西基本都在**买，**值得信赖
1135,这么的很白，快递很快，就是有点油亮油亮的。感觉有点痒，不会过敏吧
1136,一直用这个款的隔离，不错哦，很自然又很好推开
1137,我皮肤不太适合，我个人不太喜欢，送的东西很多，可以跟正品一样多了，这个倒是很划算
1138,还可以，就是用之前一点要注意保湿，不然脸会干的脱皮
1139,很好 泡沫很细腻。
1140,挺好的，遮瑕效果好
1141,还没用，看着还不错
1142,非常好用，非常香，以后接着买
1143,第二次购买了，自己觉得还挺好的
1144,明明写的唇眼可用，没想到那么辣眼睛，味道也刺鼻，太失望了
1145,总体不错，保湿效果一般
1146,是正品。买几次了，非常好用。
1147,比较显白，有一点淡淡的香味，发货速度挺快
1148,很实惠，送了2个替换装，买回来就试用了一下，保湿效果好，遮暇，不过容易油
1149,个人情况：皮肤暗沉偏黄 上妆效果：效果服帖且显白 持久情况：基本大半天吧
1150,还没用，应该不错吧
1151,价位经济实惠，这款面膜用着挺好的，挺补水的
1152,上妆效果：满好的， 适合肤质：效果不错，很自然，
1153,价格很合适，洗面奶很清爽，不刺激
1154,可以哦，水份多多
1155,很喜欢这款卸妆水，卸妆非常彻底。很干净，一点也不干，值得购买！
1156,特意用眉笔，眼线液和口红做了个实验，卸妆效果一般般，眼线液和眉笔两遍可以卸掉，口红要卸遍，不会回购
1157,感觉还挺不错的，不知道用过效果如何，若好的话会继续支持的。
1158,价格实惠，有一个替换装，还送一个，物超所值
1159,皮肤很干，选滋润型，泡沫也多，鼻子两边可以洗干净，不腻也不干
1160,挺好！经济实惠，品牌可以！效果不错，不卡粉！持久清新，有一种惊天地泣鬼神的感觉！
1161,包装好看，挺好用的
1162,一直用这个牌子的护肤品，很不错，第一次用这个隔离霜，有点白，估计适合偏黄肤色
1163,是我常用的东西，所以很喜欢，方便使用！天天用的东西，真心不错
1164,面膜可以  只不过客服的服务真让人不敢恭维
1165,收到了，已扫码验证是正品
1166,用了，觉得补水效果还行
1167,在实体店看过了，网上价格低一点，效果还不知道。
1168,用了这么多面膜.还是觉得这个好用.超级补水保湿
1169,宝贝很好，物流给了，不错不错！
1170,每天一片效果还是不错的
1171,物流速度特别特别快，卖家态度也不错！重点是代言人好！！！justin！！！喜欢！！！
1172,家里人买的，应该还可以吧，一直用。
1173,好用！谢谢
1174,"不错，挺好用,下次还会在来"
1175,真的很好用，我的皮肤有点黄，抹上去了感觉看起来很爽，不油腻
1176,给 婆婆买的，应该是正品
1177,好，价格实惠，很好用、买一送一超级划算、**物流超快！非常满意
1178,**不咋地 连盒子都没有
1179,一直用这款，保湿补水效果不错
1180,还可以，水份挺足的
1181,第一次买这个牌子的，挺好用的，不卡粉，多送一个替换装挺实惠的！
1182,一如既往的好，精华液很多，很喜欢，相信****
1183,不错，遮暇还可以，推荐使用
1184,打开有股淡淡的香味，试用了一下还可以哦！
1185,好评，洗得干净不紧绷，好闻的海洋清新味~
1186,买了好多面膜，打算用到到明年双十一了，承包了已经这个真的超好用，用完脸润润的
1187,东西收到了很好，下次还来购买，快递小哥直接送货到家
1188,好，棒，好，用，极力推荐！
1189,好划算，两三天用一个，每天美美的，赠品小盒子一打开包装就被别人抢走了
1190,赠送的，用了一片还行，没有太明显的感觉，本身一直用的是另一个品牌的面膜，***家喜欢用美白精华
1191,昨天到了还没用、不过我都是在这家店买的好几次了很喜欢
1192,不油腻，效果不错，好用。
1193,一直用它，屯了很多货，实惠又好用，用了好几年了。每个效果的都买了一遍
1194,太干了，不好用
1195,以前都在实体店买，比较一下还是比较满意，比店里便宜多了
1196,可以香味也可以
1197,很好，不卡粉，保湿好
1198,买一送一，不错，一次买了两盒，够用一段时间了，超值的一次购物！
1199,很快收到不错！！！！！！！！！！！！！
1200,闷痘 搓泥 还有一年过期 ，，，，，，，，，，
1201,很不错包装也很好
1202,面膜看起来非常不错，味道好闻。
1203,一有活动就囤货，温和不太刺激，适合每天用
1204,一直用这个牌子的面膜，不错
1205,一般，洗了以后不是很滋润，个人是干性皮肤
1206,老顾客加回头客了，使用效果吸收很不错哦，可以根据自己的皮肤参考购买噢
1207,不错，容易推开
1208,挺好用的 遮瑕特别好
1209,很好用，还有淡淡的香味，下次还会来的
1210,用了之后感觉皮肤水水润润的，补水用这个真的很好
1211,很好用，洗了不紧绷，还还买一送一了，超值的，
1212,很好用，第二次购买了，好评
1213,东西不错，价格实惠，以后还会购买
1214,一直用这个牌子的面膜，感觉很好，会继续使用的
1215,好用的， 擦起来有一点白，唯一缺点就是味道不好闻。
1216,这个面膜还可以，水份很多。皮肤超好
1217,妆前隔离很好用啊，，，粉底有香味我不太喜欢有香味的怕熏到对象
1218,宝贝收到了很喜欢经济又实惠好评打赏
1219,一直都在用这个牌子，感觉很好用，价格亲民，上妆效果很好
1220,和我在实体店买的差不多气味相似，洗过脸好舒服滑滑的，不拉眼，真的好用
1221,一直都在用***，就是喜欢，就是好用&lt
1222,精华液很多，敷完吸收很快
1223,还没用，先用用试试，效果好了再来追评，但是包装很喜欢呀
1224,都是今天刚收到还未用，快递服务也很好，很常满意
1225,很棒，我超级喜欢?，我家住的远没想到都送到家，真好。还赠送的有替换装，大爱??
1226,老回头客了，都不用说什么赞美之词了。炒鸡棒棒！
1227,一直用这个牌子， 清洁能力：清洁能力挺好的，洗完不紧绷
1228,给妈妈买的，用了一段时间了，妈妈说还不错，很满意哦
1229,还行吧，还不错的样子，还可以吧就是这样啊，还行的样子啊。
1230,估计假货吧，肤色都不正，不能用
1231,昨天晚上回去用了一下，感觉卸妆很干净，很不错，按压也很方便
1232,不错哦。速度很快，~。以后就买****的了。
1233,适合干性皮肤，清洁作用很一般了
1234,质地好推开，清薄，透气，很好用的一款隔离霜
1235,东西收到了，质量不错是正品，比实体店便宜多了。
1236,感觉不是很好用 也不知道是不是我长期没用气垫的过。但是妆感还可以
1237,挺干的，不油腻
1238,很喜欢，又快
1239,洗面奶泡沫不多，洗了还比较干净，也不紧绷，现在换了整套大红瓶，总体来说还可以，发货挺快的，好评
1240,没抢到加赠的精华，物流还是很快的，精华比较水润适合夏天使用，美白效果等用完两瓶再看
1241,已经用了，还可以吧
1242,货收到了，查了一下是正品，一直用这个牌子，相信**很满意
1243,一直的老客户，发货飞快，质量不错，值得推荐
1244,这个遮瑕效果一般
1245,还好吧！还没用！
1246,效果非常不错哦(^_^)
1247,气垫还行，还赠送两替换装，就是粉扑不好用&hellip
1248,控油效果：很好。清洁效果：很干净。泡沫丰富度：刚刚合适。保湿效果：保湿一整天。温和程度：很好。
1249,**速度快，物美价廉，服务好，值得推荐，还会再来
1250,很划算，还没有用，期待好用
1251,暂时给个好评，用了出效果再追评！查了是正品！客服态度也很好！
1252,按压式的，很方便，押一两次就够了，卸载晚脸色不油腻
1253,还没有用，希望是正品，好的话还会继续买，用了在评论
1254,粉扑好硬。粉液也一般般啦。不过也对的起这个价格。有两个替换装。
1255,已多次购买，品质好，服务好，开票也快！
1256,感觉一般，就是补水面膜
1257,好评，帮别人叉的
1258,搞活动买的价格很便宜，很实惠，已经使用过一次，里面的精华液很多，以后会继续关注，期待效果，五星好评！
