,id,ASP,OPI,A_start,O_start,text
899,421,_,又划算,,0.0,又划算，又多这么多的面膜，可以用好长时间了，用过之后脸上滑滑的嫩嫩的喜欢
900,421,_,滑滑的,,28.0,又划算，又多这么多的面膜，可以用好长时间了，用过之后脸上滑滑的嫩嫩的喜欢
901,421,_,嫩嫩的,,31.0,又划算，又多这么多的面膜，可以用好长时间了，用过之后脸上滑滑的嫩嫩的喜欢
902,422,_,还可以,,2.0,感觉还可以，洗了脸不会紧绷，去油效果很好，用起来很舒服，泡泡多，味道清香，这个价格很划算。
903,422,_,不会紧绷,,9.0,感觉还可以，洗了脸不会紧绷，去油效果很好，用起来很舒服，泡泡多，味道清香，这个价格很划算。
904,422,去油效果,很好,14.0,18.0,感觉还可以，洗了脸不会紧绷，去油效果很好，用起来很舒服，泡泡多，味道清香，这个价格很划算。
905,422,_,很舒服,,24.0,感觉还可以，洗了脸不会紧绷，去油效果很好，用起来很舒服，泡泡多，味道清香，这个价格很划算。
906,422,_,泡泡多,,28.0,感觉还可以，洗了脸不会紧绷，去油效果很好，用起来很舒服，泡泡多，味道清香，这个价格很划算。
907,422,味道,清香,32.0,34.0,感觉还可以，洗了脸不会紧绷，去油效果很好，用起来很舒服，泡泡多，味道清香，这个价格很划算。
908,422,价格,很划算,39.0,41.0,感觉还可以，洗了脸不会紧绷，去油效果很好，用起来很舒服，泡泡多，味道清香，这个价格很划算。
909,423,_,非常不错,,0.0,非常不错，泡沫细腻，味道很好闻，棒棒哒！
910,423,泡沫,细腻,5.0,7.0,非常不错，泡沫细腻，味道很好闻，棒棒哒！
911,423,味道,很好闻,10.0,12.0,非常不错，泡沫细腻，味道很好闻，棒棒哒！
912,423,_,棒棒哒,,16.0,非常不错，泡沫细腻，味道很好闻，棒棒哒！
913,424,价格,不贵,0.0,2.0,价格不贵，含量比较少，应该还不错挺好的
914,424,量,比较少,6.0,7.0,价格不贵，含量比较少，应该还不错挺好的
915,424,_,还不错,,13.0,价格不贵，含量比较少，应该还不错挺好的
916,424,_,挺好的,,16.0,价格不贵，含量比较少，应该还不错挺好的
917,425,_,不错,,2.0,质量不错！老婆很喜欢！
918,425,_,很喜欢,,7.0,质量不错！老婆很喜欢！
919,426,_,便宜了不,,6.0,双十一买的，便宜了不少呢，一直都在用这个牌子的面膜，很好用，非常喜欢
920,426,_,很好用,,26.0,双十一买的，便宜了不少呢，一直都在用这个牌子的面膜，很好用，非常喜欢
921,426,_,非常喜欢,,30.0,双十一买的，便宜了不少呢，一直都在用这个牌子的面膜，很好用，非常喜欢
922,427,_,很不错,,5.0,这个卸妆水很不错呀，并且买300ml的卸妆水，给了160ml的赠品卸妆水，赞！
923,427,赠品,_,31.0,,这个卸妆水很不错呀，并且买300ml的卸妆水，给了160ml的赠品卸妆水，赞！
924,427,_,赞,,37.0,这个卸妆水很不错呀，并且买300ml的卸妆水，给了160ml的赠品卸妆水，赞！
925,428,_,一般,,0.0,一般，感觉洗不干净
926,428,_,不干净,,6.0,一般，感觉洗不干净
927,429,送货速度,很快,0.0,4.0,送货速度很快，一直用***的护肤品，很好用。
928,429,_,很好用,,18.0,送货速度很快，一直用***的护肤品，很好用。
929,430,活动,_,9.0,,平时也舍不得买，有活动才买
930,431,味道,一样的,17.0,23.0,一直都用这个，第一次在网上买这个，味道闻起来是一样的，希望一样好用
931,432,温和程度,很好,0.0,5.0,温和程度：很好。清洁效果：不错。控油效果：还行。泡沫丰富度：一般。保湿效果：挺可以。
932,432,清洁效果,不错,8.0,13.0,温和程度：很好。清洁效果：不错。控油效果：还行。泡沫丰富度：一般。保湿效果：挺可以。
933,432,控油效果,还行,16.0,21.0,温和程度：很好。清洁效果：不错。控油效果：还行。泡沫丰富度：一般。保湿效果：挺可以。
934,432,泡沫丰富度,一般,24.0,30.0,温和程度：很好。清洁效果：不错。控油效果：还行。泡沫丰富度：一般。保湿效果：挺可以。
935,432,保湿效果,挺可以,33.0,38.0,温和程度：很好。清洁效果：不错。控油效果：还行。泡沫丰富度：一般。保湿效果：挺可以。
936,433,_,还不错,,4.0,自己用着还不错，这个是送给妹妹的，挺好
937,433,_,挺好,,17.0,自己用着还不错，这个是送给妹妹的，挺好
938,434,_,很不错,,0.0,很不错，配送很快
939,434,配送,很快,4.0,6.0,很不错，配送很快
940,435,_,是正品,,2.0,查了是正品放心使用，买了***的水乳，爽肤水，还有面霜，宝贝不错，可以用好几个月了。
941,435,_,不错,,30.0,查了是正品放心使用，买了***的水乳，爽肤水，还有面霜，宝贝不错，可以用好几个月了。
942,436,_,挺好的,,4.0,用后感觉挺好的。
943,437,_,特别软,,24.0,还没用不知道怎么样，但是跟专柜的有区别，外面摸着特别软，专柜的外面摸着是有点硬度的
944,438,物流,真是快,0.0,2.0,物流真是快阿，物美价廉好评
945,438,_,物美价廉,,7.0,物流真是快阿，物美价廉好评
946,438,_,好评,,11.0,物流真是快阿，物美价廉好评
947,439,遮暇效果,一点都没有,5.0,0.0,一点都没有遮暇效果，反正只能说不过敏吧
948,439,_,不过敏,,15.0,一点都没有遮暇效果，反正只能说不过敏吧
949,440,酒精味,好浓,0.0,3.0,酒精味好浓
950,441,_,超级好用,,0.0,超级好用，物美价廉
951,441,_,物美价廉,,5.0,超级好用，物美价廉
952,442,_,是正品,,6.0,扫二维码查了是正品，朋友推荐的，用一段时间后再来评价。
953,443,_,好用,,0.0,好用好用水润
954,443,_,水润,,4.0,好用好用水润
955,444,_,很快,,5.0,还没用，但很快就到了i
956,445,_,挺温和的,,9.0,一直用的这个牌子，挺温和的水润，还送了小瓶的
957,445,_,水润,,13.0,一直用的这个牌子，挺温和的水润，还送了小瓶的
958,446,_,很好,,0.0,很好，需要还会再来
959,447,_,还可以,,0.0,还可以吧，不油不腻
960,447,_,不油不腻,,5.0,还可以吧，不油不腻
961,448,_,不错,,0.0,不错哦。速度很快，~。以后就买****的了。
962,448,速度,很快,4.0,6.0,不错哦。速度很快，~。以后就买****的了。
963,449,活动,很好,6.0,2.0,东西很好啊有活动时候买的也很划算 很好吃！**牛批
964,449,_,很划算,,13.0,东西很好啊有活动时候买的也很划算 很好吃！**牛批
965,450,_,挺不错,,3.0,一直用挺不错
966,451,保湿效果,真的不错,36.0,40.0,宝贝儿收到了，一切都好，我还担心会冻了，打开看了没冻心情美美哒，这款面膜保湿效果真的不错哦！
967,452,_,还可以,,0.0,还可以吧就是涂在脸上有些干
968,452,_,有些干,,10.0,还可以吧就是涂在脸上有些干
969,453,酒精味,有点点,8.0,5.0,个人情况：有点点酒精味，不过能接受，就不不知道用久了会不会对皮肤不太好
970,454,_,超级好用,,0.0,超级好用，物美价廉，效果也超级好。用了之后感觉皮肤明显变好。
971,454,_,物美价廉,,5.0,超级好用，物美价廉，效果也超级好。用了之后感觉皮肤明显变好。
972,454,_,超级好,,13.0,超级好用，物美价廉，效果也超级好。用了之后感觉皮肤明显变好。
973,455,_,挺好用的,,2.0,东西挺好用的，保湿度强
974,455,保湿度,强,7.0,10.0,东西挺好用的，保湿度强
975,456,_,是正品,,5.0,已扫码验过是正品??
976,457,_,很香,,0.0,很香，保湿做好不会有卡粉浮粉现象。就是补妆要勤快些。呵呵
977,457,卡粉,不会有,10.0,7.0,很香，保湿做好不会有卡粉浮粉现象。就是补妆要勤快些。呵呵
978,457,浮粉现象,_,12.0,,很香，保湿做好不会有卡粉浮粉现象。就是补妆要勤快些。呵呵
979,458,_,超好用,,2.0,面膜超好用 实惠
980,458,_,实惠,,5.0,面膜超好用 实惠
981,459,_,挺好的,,0.0,挺好的，用了以后还想用，下次还会购买
982,460,_,不是正品,,15.0,这个品牌我用了10年了这次购买不是正品
983,461,_,很好,,0.0,很好不错非常喜欢下次再买
984,461,_,不错,,2.0,很好不错非常喜欢下次再买
985,461,_,非常喜欢,,4.0,很好不错非常喜欢下次再买
986,462,_,不错,,2.0,面膜不错，水分精华很多，包装差劲，就一个透明带子装，没有包装盒，
987,462,水分,_,5.0,,面膜不错，水分精华很多，包装差劲，就一个透明带子装，没有包装盒，
988,462,精华,很多,7.0,9.0,面膜不错，水分精华很多，包装差劲，就一个透明带子装，没有包装盒，
989,462,包装,差劲,12.0,14.0,面膜不错，水分精华很多，包装差劲，就一个透明带子装，没有包装盒，
990,463,_,超好用,,0.0,超好用，完全可以用物美价廉四个字形容，已购两箱子备用。
991,463,_,物美价廉,,9.0,超好用，完全可以用物美价廉四个字形容，已购两箱子备用。
992,464,_,很好用,,0.0,很好用，还会回购的。
993,465,涨价,太多了,16.0,18.0,一直在这家店购宝贝，现在这个季节涨价太多了
994,466,_,方便,,0.0,方便快捷不错不错，最近活动不给力啊
995,466,_,快捷,,2.0,方便快捷不错不错，最近活动不给力啊
996,466,_,不错,,4.0,方便快捷不错不错，最近活动不给力啊
997,466,活动,不给力,11.0,13.0,方便快捷不错不错，最近活动不给力啊
998,467,_,特别好,,0.0,特别好 很好 非常好 很喜欢 特别实惠哈哈
999,467,_,很好,,3.0,特别好 很好 非常好 很喜欢 特别实惠哈哈
1000,467,_,非常好,,5.0,特别好 很好 非常好 很喜欢 特别实惠哈哈
1001,467,_,很喜欢,,8.0,特别好 很好 非常好 很喜欢 特别实惠哈哈
1002,467,_,特别实惠,,11.0,特别好 很好 非常好 很喜欢 特别实惠哈哈
1003,468,物流,特别特别给力,0.0,2.0,物流特别特别给力，卖家服务态度非常好?，用的好在光顾
1004,468,卖家服务态度,非常好,9.0,15.0,物流特别特别给力，卖家服务态度非常好?，用的好在光顾
1005,469,_,还可以,,0.0,还可以  水水的  就是不知道卸妆了没  化妆棉颜色也没啥变化
1006,469,_,水水的,,3.0,还可以  水水的  就是不知道卸妆了没  化妆棉颜色也没啥变化
1007,470,遮瑕,还好,0.0,2.0,遮瑕还好，就是太干
1008,470,_,太干,,7.0,遮瑕还好，就是太干
1009,471,_,很好用,,0.0,很好用，很喜欢
1010,471,_,很喜欢,,4.0,很好用，很喜欢
1011,472,_,很好,,0.0,很好的面膜，补水效果杠杠滴。我用的所有护肤品都是***的，老牌子值得信赖
1012,472,补水效果,杠杠滴,6.0,10.0,很好的面膜，补水效果杠杠滴。我用的所有护肤品都是***的，老牌子值得信赖
1013,473,补水效果,特别好,0.0,4.0,补水效果特别好！好评！比实体店的价格优惠，物流也快！一直信赖**！还送了一个盒子！
1014,473,_,好评,,8.0,补水效果特别好！好评！比实体店的价格优惠，物流也快！一直信赖**！还送了一个盒子！
1015,473,价格,优惠,16.0,18.0,补水效果特别好！好评！比实体店的价格优惠，物流也快！一直信赖**！还送了一个盒子！
1016,473,物流,快,21.0,24.0,补水效果特别好！好评！比实体店的价格优惠，物流也快！一直信赖**！还送了一个盒子！
1017,474,味道,很喜欢,0.0,2.0,味道很喜欢，价格也很划算
1018,474,价格,很划算,6.0,9.0,味道很喜欢，价格也很划算
1019,475,快递,_,7.0,,这都好几天了，快递还没有收到，
1020,476,_,很喜欢,,12.0,买了好多好多送给婆婆，她很喜欢
1021,477,物流,快,22.0,24.0,声明不是盗图，一下买了20片，却下了两个单?物流快，包装严实，???
1022,477,包装,严实,26.0,28.0,声明不是盗图，一下买了20片，却下了两个单?物流快，包装严实，???
1023,478,_,不错,,0.0,不错挺好，快递及时专业
1024,478,_,挺好,,2.0,不错挺好，快递及时专业
1025,478,快递,及时,5.0,7.0,不错挺好，快递及时专业
1026,478,_,专业,,9.0,不错挺好，快递及时专业
1027,479,_,还可以,,0.0,还可以吧，淡淡的味道，卸的也干净
1028,479,味道,淡淡的,8.0,5.0,还可以吧，淡淡的味道，卸的也干净
1029,479,_,干净,,14.0,还可以吧，淡淡的味道，卸的也干净
1030,480,补水效果,不错,0.0,4.0,补水效果不错，现在天气太冷，不敢用！
1031,480,_,太,,11.0,补水效果不错，现在天气太冷，不敢用！
1032,481,_,泛白,,0.0,泛白，不持妆，透气性也很一般，不推荐。
1033,481,_,不持妆,,3.0,泛白，不持妆，透气性也很一般，不推荐。
1034,481,透气性,很一般,7.0,11.0,泛白，不持妆，透气性也很一般，不推荐。
1035,482,_,实惠,,0.0,实惠，回购很多次了，速度很快，第二天就到了
1036,482,速度,很快,10.0,12.0,实惠，回购很多次了，速度很快，第二天就到了
1037,483,清洁力,很好用,9.0,0.0,很好用用过好几次了清洁能力：清洗很容易
1038,483,清洗,很容易,14.0,16.0,很好用用过好几次了清洁能力：清洗很容易
1039,484,_,便宜,,0.0,便宜实惠，凑单买的，好用的话再买！
1040,484,_,实惠,,2.0,便宜实惠，凑单买的，好用的话再买！
1041,485,_,挺不错的,,6.0,收到了，用着挺不错的
1042,486,_,还可以,,5.0,这个卸妆水还可以，比我之前的好用！
1043,488,_,喜,,8.0,确认过鼻子，是我喜欢的味道，这个味道很熟悉，但就是说不上来是哪一种感觉
1044,488,味道,欢,11.0,9.0,确认过鼻子，是我喜欢的味道，这个味道很熟悉，但就是说不上来是哪一种感觉
1045,488,味,很熟悉,16.0,18.0,确认过鼻子，是我喜欢的味道，这个味道很熟悉，但就是说不上来是哪一种感觉
1046,489,_,不好用,,9.0,给女朋友买的，她说不好用很垃圾。让我给个差评。第一次给女朋友买化妆品类的东西就出现这种情况很忧伤。
1047,489,_,很垃圾,,12.0,给女朋友买的，她说不好用很垃圾。让我给个差评。第一次给女朋友买化妆品类的东西就出现这种情况很忧伤。
1048,489,_,差评,,20.0,给女朋友买的，她说不好用很垃圾。让我给个差评。第一次给女朋友买化妆品类的东西就出现这种情况很忧伤。
1049,489,_,很忧伤,,45.0,给女朋友买的，她说不好用很垃圾。让我给个差评。第一次给女朋友买化妆品类的东西就出现这种情况很忧伤。
1050,490,_,还不错,,2.0,整体还不错吧  就是没有我之前买的洗面奶好用  洗完脸之后有点滑  清洁效果一般般吧
1051,490,清洁效果,有点滑,28.0,25.0,整体还不错吧  就是没有我之前买的洗面奶好用  洗完脸之后有点滑  清洁效果一般般吧
1052,490,_,一般般,,32.0,整体还不错吧  就是没有我之前买的洗面奶好用  洗完脸之后有点滑  清洁效果一般般吧
1053,491,防晒效果,_,0.0,,防晒效果怎么样一时真看不出来，但是成膜快，不假面，不油不闷痘。后续上底妆些许在眼皮挫泥，就酱
1054,491,成膜,快,17.0,19.0,防晒效果怎么样一时真看不出来，但是成膜快，不假面，不油不闷痘。后续上底妆些许在眼皮挫泥，就酱
1055,491,_,不油闷痘,,25.0,防晒效果怎么样一时真看不出来，但是成膜快，不假面，不油不闷痘。后续上底妆些许在眼皮挫泥，就酱
1056,492,_,还不错,,9.0,第二次购买了，用着还不错，挺补水的，还很便宜好评
1057,492,_,挺补水的,,13.0,第二次购买了，用着还不错，挺补水的，还很便宜好评
1058,492,_,很便宜,,19.0,第二次购买了，用着还不错，挺补水的，还很便宜好评
1059,492,_,好评,,22.0,第二次购买了，用着还不错，挺补水的，还很便宜好评
1060,493,物流,超快,3.0,5.0,**的物流超快的，隔天就收到了，点个赞。面膜挺好用的，补水效果不错，价格很实惠，棒棒哒！
1061,493,_,挺好用的,,22.0,**的物流超快的，隔天就收到了，点个赞。面膜挺好用的，补水效果不错，价格很实惠，棒棒哒！
1062,493,补水效果,不错,27.0,31.0,**的物流超快的，隔天就收到了，点个赞。面膜挺好用的，补水效果不错，价格很实惠，棒棒哒！
1063,493,价格,很实惠,34.0,36.0,**的物流超快的，隔天就收到了，点个赞。面膜挺好用的，补水效果不错，价格很实惠，棒棒哒！
1064,493,_,棒棒哒,,40.0,**的物流超快的，隔天就收到了，点个赞。面膜挺好用的，补水效果不错，价格很实惠，棒棒哒！
1065,494,_,挺好的,,4.0,赠送的，挺好的
1066,495,_,刺激肤,,6.0,这款洗面奶会刺激皮肤，而且洗完后会紧绷
1067,495,_,会紧绷,,16.0,这款洗面奶会刺激皮肤，而且洗完后会紧绷
1068,496,快递,太给力了,2.0,4.0,**快递太给力了，昨天下单，今天收到
1069,497,_,不知道是不是正品,,4.0,还木有用 不知道是不是正品 以后补
1070,498,服务,很满意,12.0,15.0,****质量有保证，效率服务都很满意，老婆很喜欢这款面膜.
1071,498,_,很喜欢,,21.0,****质量有保证，效率服务都很满意，老婆很喜欢这款面膜.
1072,499,物流,很快,0.0,2.0,物流很快，一直用这个牌子，质量很好是正品，活动买的很划算。
1073,499,质量,很好,13.0,15.0,物流很快，一直用这个牌子，质量很好是正品，活动买的很划算。
1074,499,_,正品,,18.0,物流很快，一直用这个牌子，质量很好是正品，活动买的很划算。
1075,499,活动,很划算,21.0,25.0,物流很快，一直用这个牌子，质量很好是正品，活动买的很划算。
1076,500,_,是正品,,8.0,宝贝已收到，希望是正品，送了两个小样的卸妆水
1077,501,_,不错,,6.0,一直用，感觉不错，赞一个
1078,501,_,赞一个,,9.0,一直用，感觉不错，赞一个
1079,502,味道,淡淡的,0.0,2.0,味道淡淡的  水分超足  没有刺激感
1080,502,水分,_,5.0,,味道淡淡的  水分超足  没有刺激感
1081,502,_,超足,,7.0,味道淡淡的  水分超足  没有刺激感
1082,502,_,没有刺激感,,9.0,味道淡淡的  水分超足  没有刺激感
1083,503,价格,实惠,6.0,8.0,产品质量好，价格实惠，大品牌值得信赖
1084,504,_,很好用,,6.0,买了几次了，很好用！经济，实惠！支持**！
1085,504,_,经济,,10.0,买了几次了，很好用！经济，实惠！支持**！
1086,504,_,实惠,,13.0,买了几次了，很好用！经济，实惠！支持**！
1087,505,味道,_,7.0,,用了感觉有酒精味道，但是很快就挥发，我敏感肌肤，用了不过敏，比安耐晒质地清爽，不油腻，而且擦了有提亮肤色现货
1088,505,质地,清爽,34.0,36.0,用了感觉有酒精味道，但是很快就挥发，我敏感肌肤，用了不过敏，比安耐晒质地清爽，不油腻，而且擦了有提亮肤色现货
1089,505,_,不油腻,,39.0,用了感觉有酒精味道，但是很快就挥发，我敏感肌肤，用了不过敏，比安耐晒质地清爽，不油腻，而且擦了有提亮肤色现货
1090,505,_,有提亮肤色,,47.0,用了感觉有酒精味道，但是很快就挥发，我敏感肌肤，用了不过敏，比安耐晒质地清爽，不油腻，而且擦了有提亮肤色现货
1091,506,_,不错,,0.0,不错挺好的，价格实惠还有赠品
1092,506,_,挺好的,,2.0,不错挺好的，价格实惠还有赠品
1093,506,价格,实惠,6.0,8.0,不错挺好的，价格实惠还有赠品
1094,506,赠品,_,12.0,,不错挺好的，价格实惠还有赠品
1095,507,_,最垃圾,,6.0,有史以来买的最垃圾的一次，一点不好用跟二十块钱的产品没什么区别，还望广大网购的朋友们慎重再慎重。
1096,507,_,一点不好用,,13.0,有史以来买的最垃圾的一次，一点不好用跟二十块钱的产品没什么区别，还望广大网购的朋友们慎重再慎重。
1097,508,_,太好了,,0.0,太好了！**的**产品就是让人买的放心用的舒心！全满分好评！
1098,508,_,好评,,27.0,太好了！**的**产品就是让人买的放心用的舒心！全满分好评！
1099,509,补水效果,特别好用,15.0,11.0,这个牌子第二次购买了，特别好用补水效果杠杠滴！
1100,509,_,杠杠滴,,19.0,这个牌子第二次购买了，特别好用补水效果杠杠滴！
1101,510,_,很好的,,0.0,很好的，用了白白的，也不油腻
1102,510,_,白白的,,6.0,很好的，用了白白的，也不油腻
1103,510,_,不油腻,,11.0,很好的，用了白白的，也不油腻
1104,511,发货,快,0.0,2.0,发货快，一如既往的好
1105,511,_,一如既往的好,,4.0,发货快，一如既往的好
1106,512,_,很好用,,2.0,面膜很好用，老婆多次购买了
1107,513,收货,很快,0.0,2.0,收货很快，还送了一个替换装，不错?
1108,513,_,不错,,14.0,收货很快，还送了一个替换装，不错?
1109,514,价格,优惠,0.0,2.0,价格优惠，泡沫多，洗后不紧绷，特别干净
1110,514,泡沫,多,5.0,7.0,价格优惠，泡沫多，洗后不紧绷，特别干净
1111,514,_,不紧绷,,11.0,价格优惠，泡沫多，洗后不紧绷，特别干净
1112,514,_,特别干净,,15.0,价格优惠，泡沫多，洗后不紧绷，特别干净
1113,515,发货,超快,2.0,4.0,**发货超快，包装也挺好的，三八女神节拍的，价格实惠，查了验证码，是正品，下次回购。
1114,515,包装,挺好的,7.0,10.0,**发货超快，包装也挺好的，三八女神节拍的，价格实惠，查了验证码，是正品，下次回购。
1115,515,价格,实惠,22.0,24.0,**发货超快，包装也挺好的，三八女神节拍的，价格实惠，查了验证码，是正品，下次回购。
1116,515,_,是正品,,33.0,**发货超快，包装也挺好的，三八女神节拍的，价格实惠，查了验证码，是正品，下次回购。
1117,516,_,很好,,2.0,东西很好，质量不错玩，****用着放心，性价比高，值得购买。
1118,516,_,不错,,7.0,东西很好，质量不错玩，****用着放心，性价比高，值得购买。
1119,516,性价比,高,20.0,23.0,东西很好，质量不错玩，****用着放心，性价比高，值得购买。
1120,517,_,不错,,2.0,质量不错的，帮朋友买的，比实体店便宜不少钱的呀
1121,517,_,便宜不少,,16.0,质量不错的，帮朋友买的，比实体店便宜不少钱的呀
1122,518,_,很控油,,0.0,很控油很持妆！就是稍微有点干。颜色也很好。
1123,518,_,很持妆,,3.0,很控油很持妆！就是稍微有点干。颜色也很好。
1124,518,_,稍微有点干,,9.0,很控油很持妆！就是稍微有点干。颜色也很好。
1125,518,颜色,很好,15.0,18.0,很控油很持妆！就是稍微有点干。颜色也很好。
1126,519,_,大爱,,0.0,大爱，还是有活动的时候买最合适，一直在用这个品牌，****，我很放心
1127,519,活动,最合适,6.0,12.0,大爱，还是有活动的时候买最合适，一直在用这个品牌，****，我很放心
1128,520,物流,超快,0.0,2.0,物流超快，很好和喜欢
1129,520,_,很好,,5.0,物流超快，很好和喜欢
1130,520,_,喜欢,,8.0,物流超快，很好和喜欢
1131,521,送货,挺快,0.0,2.0,送货挺快，东西收到了看了看，还没用但愿是正品用了肌肤有所改善
1132,522,价格,合适,9.0,11.0,这是第二次购买了，价格合适，还很好用
1133,522,_,很好用,,15.0,这是第二次购买了，价格合适，还很好用
1134,523,_,好评,,4.0,还没用，好评
1135,524,_,喜欢,,2.0,是我喜欢的面膜，真的实惠实用
1136,524,_,真,,8.0,是我喜欢的面膜，真的实惠实用
1137,524,_,实惠,,10.0,是我喜欢的面膜，真的实惠实用
1138,524,_,实用,,12.0,是我喜欢的面膜，真的实惠实用
1139,525,送货速度,不错,2.0,0.0,不错 送货速度超快  用了一次 感觉不错
1140,525,_,超快,,6.0,不错 送货速度超快  用了一次 感觉不错
1141,527,_,还,,12.0,用了几片，才来评论，效果还可以
1142,527,_,可以,,13.0,用了几片，才来评论，效果还可以
1143,528,物,_,3.0,,收到了 物流很快呢 活动买的很划算哦
1144,528,流,很快,4.0,5.0,收到了 物流很快呢 活动买的很划算哦
1145,528,活动,_,8.0,,收到了 物流很快呢 活动买的很划算哦
1146,528,_,很划算,,12.0,收到了 物流很快呢 活动买的很划算哦
1147,529,_,不怎么样,,0.0,不怎么样，卡粉，太白，买的已经是最暗的了还是太白
1148,529,_,卡粉,,5.0,不怎么样，卡粉，太白，买的已经是最暗的了还是太白
1149,529,_,太白,,8.0,不怎么样，卡粉，太白，买的已经是最暗的了还是太白
1150,530,_,还可以,,8.0,还没开始用，好像还可以
1151,531,性价比,高,5.0,8.0,用了2年了性价比高而且好用一如既往的会买这款隔离
1152,531,_,好用,,11.0,用了2年了性价比高而且好用一如既往的会买这款隔离
1153,532,_,挺干净,,9.0,凑单，买来粉扑的，挺干净
1154,533,_,还不错,,9.0,多次购买，听说用着还不错！
1155,534,_,不错,,0.0,不错，真的好用，用完一点也不油，超清爽的，强烈推荐
1156,534,_,真的好用,,3.0,不错，真的好用，用完一点也不油，超清爽的，强烈推荐
1157,534,_,一点也不油,,10.0,不错，真的好用，用完一点也不油，超清爽的，强烈推荐
1158,534,_,超清爽的,,16.0,不错，真的好用，用完一点也不油，超清爽的，强烈推荐
1159,535,物流,太快了,0.0,2.0,物流太快了，昨天晚上下单今天中午就到了。一直都在用，很好用
1160,535,_,很好用,,26.0,物流太快了，昨天晚上下单今天中午就到了。一直都在用，很好用
1161,536,_,很好,,3.0,老婆说很好很喜欢，继续关注
1162,536,_,很喜欢,,5.0,老婆说很好很喜欢，继续关注
1163,537,_,很喜欢,,10.0,宝贝收到了，这个牌子很喜欢，不贵好用的牌子，我一直用它，希望和以前买的一样好用！
1164,537,_,不贵,,14.0,宝贝收到了，这个牌子很喜欢，不贵好用的牌子，我一直用它，希望和以前买的一样好用！
1165,537,_,好用,,16.0,宝贝收到了，这个牌子很喜欢，不贵好用的牌子，我一直用它，希望和以前买的一样好用！
1166,538,_,很好,,0.0,很好。不错。
1167,538,_,不错,,3.0,很好。不错。
1168,539,_,好小,,5.0,40G真的好小 挺湿润的
1169,539,_,挺湿润的,,7.0,40G真的好小 挺湿润的
1170,540,味道,很好闻,0.0,2.0,味道很好闻，就是泡沫有点少，，比较费
1171,540,_,比较费,,15.0,味道很好闻，就是泡沫有点少，，比较费
1172,541,_,还不错,,2.0,感觉还不错，喜欢下次还会来光顾
1173,541,_,喜欢,,6.0,感觉还不错，喜欢下次还会来光顾
1174,542,_,可以,,2.0,应该可以，我一直用***，还没折开用，也不知送的什么礼品，等折开用时再评价
1175,542,礼品,_,26.0,,应该可以，我一直用***，还没折开用，也不知送的什么礼品，等折开用时再评价
1176,543,性价比,高,0.0,3.0,性价比高，被好评吸引过来，还有赠品，用用再说。
1177,543,_,好评,,6.0,性价比高，被好评吸引过来，还有赠品，用用再说。
1178,543,赠品,_,15.0,,性价比高，被好评吸引过来，还有赠品，用用再说。
1179,544,_,很快,,11.0,昨天晚上买的  中午就到了  很快
1180,545,补水效果,还不错,7.0,13.0,买了好几次了，补水效果感觉还不错，就是优惠力度感觉没有以前大了！
1181,545,优惠力度,没有前大,19.0,25.0,买了好几次了，补水效果感觉还不错，就是优惠力度感觉没有以前大了！
1182,546,_,好评,,22.0,一直用的***的，这次换换这个***的试试，好评吧！
1183,547,包装,很漂亮,7.0,9.0,还没开始使用，包装很漂亮，60片可以用上一段日子了，等6.18再来囤货。
1184,548,_,挺好的,,0.0,挺好的，遮瑕的效果也特别好，特别喜欢，物流也特别快
1185,548,遮瑕的效果,特别好,4.0,10.0,挺好的，遮瑕的效果也特别好，特别喜欢，物流也特别快
1186,548,_,特别喜欢,,14.0,挺好的，遮瑕的效果也特别好，特别喜欢，物流也特别快
1187,548,物流,特别快,19.0,22.0,挺好的，遮瑕的效果也特别好，特别喜欢，物流也特别快
1188,549,补水效果,不错,0.0,4.0,补水效果不错，物流也很快！一直都用这牌子的东西真的很好用
1189,549,物流,很快,7.0,10.0,补水效果不错，物流也很快！一直都用这牌子的东西真的很好用
1190,549,_,真,,23.0,补水效果不错，物流也很快！一直都用这牌子的东西真的很好用
1191,549,_,很好用,,25.0,补水效果不错，物流也很快！一直都用这牌子的东西真的很好用
1192,550,_,满意,,0.0,满意，搞活动双十一买的很划算，第一次买这个牌子的面膜，不知道效果怎么样，
1193,550,活动,很划算,4.0,11.0,满意，搞活动双十一买的很划算，第一次买这个牌子的面膜，不知道效果怎么样，
1194,551,_,很不错,,15.0,给妹子买的不是很懂，反馈效果说很不错
1195,552,_,挺好的,,0.0,挺好的呀呀呀呀呀呀呀呀呀呀呀呀
1196,553,补水效果,好,0.0,4.0,补水效果好，用后脸水润润的，味道清香，易吸收，做活动买的，很划算。
1197,553,_,水润润的,,9.0,补水效果好，用后脸水润润的，味道清香，易吸收，做活动买的，很划算。
1198,553,味道,清香,14.0,16.0,补水效果好，用后脸水润润的，味道清香，易吸收，做活动买的，很划算。
1199,553,_,易吸收,,19.0,补水效果好，用后脸水润润的，味道清香，易吸收，做活动买的，很划算。
1200,553,活动,_,24.0,,补水效果好，用后脸水润润的，味道清香，易吸收，做活动买的，很划算。
1201,553,_,很划算,,29.0,补水效果好，用后脸水润润的，味道清香，易吸收，做活动买的，很划算。
1202,554,包装,还不错,9.0,11.0,还没用，送了面膜，包装还不错，忘记拍照了，物流还蛮快
